,FireProvinceShort,BurnIncidentID,HectaresBurnt,Date,FireLatitude,FireLongitude
80,ON,5,6.659504258276699,1987-06-28,48.859937599123256,-94.59278298379458
81,ON,5,6.659504258276699,1987-06-29,48.859937599123256,-94.59278298379458
82,ON,5,6.659504258276699,1987-06-30,48.859937599123256,-94.59278298379458
83,ON,5,6.659504258276699,1987-07-01,48.859937599123256,-94.59278298379458
84,ON,5,6.659504258276699,1987-07-02,48.859937599123256,-94.59278298379458
85,ON,5,6.659504258276699,1987-07-03,48.859937599123256,-94.59278298379458
86,ON,5,6.659504258276699,1987-07-04,48.859937599123256,-94.59278298379458
87,ON,5,6.659504258276699,1987-07-05,48.859937599123256,-94.59278298379458
88,ON,5,6.659504258276699,1987-07-06,48.859937599123256,-94.59278298379458
89,ON,5,6.659504258276699,1987-07-07,48.859937599123256,-94.59278298379458
90,ON,5,6.659504258276699,1987-07-08,48.859937599123256,-94.59278298379458
91,ON,5,6.659504258276699,1987-07-09,48.859937599123256,-94.59278298379458
92,ON,5,6.659504258276699,1987-07-10,48.859937599123256,-94.59278298379458
93,ON,5,6.659504258276699,1987-07-11,48.859937599123256,-94.59278298379458
94,ON,5,6.659504258276699,1987-07-12,48.859937599123256,-94.59278298379458
95,ON,5,6.659504258276699,1987-07-13,48.859937599123256,-94.59278298379458
96,ON,5,6.659504258276699,1987-07-14,48.859937599123256,-94.59278298379458
97,ON,5,6.659504258276699,1987-07-15,48.859937599123256,-94.59278298379458
98,ON,5,6.659504258276699,1987-07-16,48.859937599123256,-94.59278298379458
99,ON,5,6.659504258276699,1987-07-17,48.859937599123256,-94.59278298379458
100,ON,5,6.659504258276699,1987-07-18,48.859937599123256,-94.59278298379458
101,ON,5,6.659504258276699,1987-07-19,48.859937599123256,-94.59278298379458
102,ON,5,6.659504258276699,1987-07-20,48.859937599123256,-94.59278298379458
103,ON,5,6.659504258276699,1987-07-21,48.859937599123256,-94.59278298379458
104,ON,5,6.659504258276699,1987-07-22,48.859937599123256,-94.59278298379458
105,ON,5,6.659504258276699,1987-07-23,48.859937599123256,-94.59278298379458
106,ON,5,6.659504258276699,1987-07-24,48.859937599123256,-94.59278298379458
107,ON,5,6.659504258276699,1987-07-25,48.859937599123256,-94.59278298379458
108,ON,5,6.659504258276699,1987-07-26,48.859937599123256,-94.59278298379458
109,ON,5,6.659504258276699,1987-07-27,48.859937599123256,-94.59278298379458
110,ON,5,6.659504258276699,1987-07-28,48.859937599123256,-94.59278298379458
111,ON,5,6.659504258276699,1987-07-29,48.859937599123256,-94.59278298379458
112,ON,5,6.659504258276699,1987-07-30,48.859937599123256,-94.59278298379458
113,ON,5,6.659504258276699,1987-07-31,48.859937599123256,-94.59278298379458
114,ON,5,6.659504258276699,1987-08-01,48.859937599123256,-94.59278298379458
115,ON,5,6.659504258276699,1987-08-02,48.859937599123256,-94.59278298379458
116,ON,5,6.659504258276699,1987-08-03,48.859937599123256,-94.59278298379458
117,ON,5,6.659504258276699,1987-08-04,48.859937599123256,-94.59278298379458
118,ON,5,6.659504258276699,1987-08-05,48.859937599123256,-94.59278298379458
119,ON,5,6.659504258276699,1987-08-06,48.859937599123256,-94.59278298379458
120,ON,5,6.659504258276699,1987-08-07,48.859937599123256,-94.59278298379458
121,ON,5,6.659504258276699,1987-08-08,48.859937599123256,-94.59278298379458
122,ON,5,6.659504258276699,1987-08-09,48.859937599123256,-94.59278298379458
123,ON,5,6.659504258276699,1987-08-10,48.859937599123256,-94.59278298379458
124,ON,5,6.659504258276699,1987-08-11,48.859937599123256,-94.59278298379458
125,ON,5,6.659504258276699,1987-08-12,48.859937599123256,-94.59278298379458
126,ON,5,6.659504258276699,1987-08-13,48.859937599123256,-94.59278298379458
127,ON,5,6.659504258276699,1987-08-14,48.859937599123256,-94.59278298379458
128,ON,5,6.659504258276699,1987-08-15,48.859937599123256,-94.59278298379458
129,ON,5,6.659504258276699,1987-08-16,48.859937599123256,-94.59278298379458
130,ON,5,6.659504258276699,1987-08-17,48.859937599123256,-94.59278298379458
131,ON,5,6.659504258276699,1987-08-18,48.859937599123256,-94.59278298379458
132,ON,5,6.659504258276699,1987-08-19,48.859937599123256,-94.59278298379458
133,ON,5,6.659504258276699,1987-08-20,48.859937599123256,-94.59278298379458
134,ON,5,6.659504258276699,1987-08-21,48.859937599123256,-94.59278298379458
135,ON,5,6.659504258276699,1987-08-22,48.859937599123256,-94.59278298379458
136,ON,5,6.659504258276699,1987-08-23,48.859937599123256,-94.59278298379458
137,ON,5,6.659504258276699,1987-08-24,48.859937599123256,-94.59278298379458
138,ON,5,6.659504258276699,1987-08-25,48.859937599123256,-94.59278298379458
139,ON,5,6.659504258276699,1987-08-26,48.859937599123256,-94.59278298379458
140,ON,5,6.659504258276699,1987-08-27,48.859937599123256,-94.59278298379458
141,ON,5,6.659504258276699,1987-08-28,48.859937599123256,-94.59278298379458
142,ON,5,6.659504258276699,1987-08-29,48.859937599123256,-94.59278298379458
143,ON,5,6.659504258276699,1987-08-30,48.859937599123256,-94.59278298379458
144,ON,5,6.659504258276699,1987-08-31,48.859937599123256,-94.59278298379458
145,ON,5,6.659504258276699,1987-09-01,48.859937599123256,-94.59278298379458
146,ON,5,6.659504258276699,1987-09-02,48.859937599123256,-94.59278298379458
147,ON,5,6.659504258276699,1987-09-03,48.859937599123256,-94.59278298379458
148,ON,5,6.659504258276699,1987-09-04,48.859937599123256,-94.59278298379458
149,ON,5,6.659504258276699,1987-09-05,48.859937599123256,-94.59278298379458
150,ON,5,6.659504258276699,1987-09-06,48.859937599123256,-94.59278298379458
151,ON,5,6.659504258276699,1987-09-07,48.859937599123256,-94.59278298379458
152,ON,5,6.659504258276699,1987-09-08,48.859937599123256,-94.59278298379458
153,ON,5,6.659504258276699,1987-09-09,48.859937599123256,-94.59278298379458
154,ON,5,6.659504258276699,1987-09-10,48.859937599123256,-94.59278298379458
155,ON,5,6.659504258276699,1987-09-11,48.859937599123256,-94.59278298379458
156,ON,5,6.659504258276699,1987-09-12,48.859937599123256,-94.59278298379458
157,ON,5,6.659504258276699,1987-09-13,48.859937599123256,-94.59278298379458
158,ON,5,6.659504258276699,1987-09-14,48.859937599123256,-94.59278298379458
159,ON,5,6.659504258276699,1987-09-15,48.859937599123256,-94.59278298379458
160,ON,5,6.659504258276699,1987-09-16,48.859937599123256,-94.59278298379458
161,ON,5,6.659504258276699,1987-09-17,48.859937599123256,-94.59278298379458
162,ON,5,6.659504258276699,1987-09-18,48.859937599123256,-94.59278298379458
163,ON,5,6.659504258276699,1987-09-19,48.859937599123256,-94.59278298379458
164,ON,5,6.659504258276699,1987-09-20,48.859937599123256,-94.59278298379458
165,ON,5,6.659504258276699,1987-09-21,48.859937599123256,-94.59278298379458
166,ON,5,6.659504258276699,1987-09-22,48.859937599123256,-94.59278298379458
167,ON,5,6.659504258276699,1987-09-23,48.859937599123256,-94.59278298379458
168,ON,5,6.659504258276699,1987-09-24,48.859937599123256,-94.59278298379458
169,ON,5,6.659504258276699,1987-09-25,48.859937599123256,-94.59278298379458
170,ON,5,6.659504258276699,1987-09-26,48.859937599123256,-94.59278298379458
171,ON,5,6.659504258276699,1987-09-27,48.859937599123256,-94.59278298379458
172,ON,5,6.659504258276699,1987-09-28,48.859937599123256,-94.59278298379458
173,ON,5,6.659504258276699,1987-09-29,48.859937599123256,-94.59278298379458
174,ON,5,6.659504258276699,1987-09-30,48.859937599123256,-94.59278298379458
175,ON,5,6.659504258276699,1987-10-01,48.859937599123256,-94.59278298379458
176,ON,5,6.659504258276699,1987-10-02,48.859937599123256,-94.59278298379458
177,ON,5,6.659504258276699,1987-10-03,48.859937599123256,-94.59278298379458
178,ON,5,6.659504258276699,1987-10-04,48.859937599123256,-94.59278298379458
179,ON,5,6.659504258276699,1987-10-05,48.859937599123256,-94.59278298379458
180,ON,5,6.659504258276699,1987-10-06,48.859937599123256,-94.59278298379458
181,ON,5,6.659504258276699,1987-10-07,48.859937599123256,-94.59278298379458
182,ON,5,6.659504258276699,1987-10-08,48.859937599123256,-94.59278298379458
183,ON,5,6.659504258276699,1987-10-09,48.859937599123256,-94.59278298379458
184,ON,5,6.659504258276699,1987-10-10,48.859937599123256,-94.59278298379458
185,ON,5,6.659504258276699,1987-10-11,48.859937599123256,-94.59278298379458
186,ON,5,6.659504258276699,1987-10-12,48.859937599123256,-94.59278298379458
187,ON,5,6.659504258276699,1987-10-13,48.859937599123256,-94.59278298379458
188,ON,5,6.659504258276699,1987-10-14,48.859937599123256,-94.59278298379458
189,ON,5,6.659504258276699,1987-10-15,48.859937599123256,-94.59278298379458
190,ON,5,6.659504258276699,1987-10-16,48.859937599123256,-94.59278298379458
191,ON,5,6.659504258276699,1987-10-17,48.859937599123256,-94.59278298379458
192,ON,5,6.659504258276699,1987-10-18,48.859937599123256,-94.59278298379458
193,ON,5,6.659504258276699,1987-10-19,48.859937599123256,-94.59278298379458
194,ON,5,6.659504258276699,1987-10-20,48.859937599123256,-94.59278298379458
195,ON,5,6.659504258276699,1987-10-21,48.859937599123256,-94.59278298379458
196,ON,5,6.659504258276699,1987-10-22,48.859937599123256,-94.59278298379458
197,ON,5,6.659504258276699,1987-10-23,48.859937599123256,-94.59278298379458
198,ON,5,6.659504258276699,1987-10-24,48.859937599123256,-94.59278298379458
199,ON,5,6.659504258276699,1987-10-25,48.859937599123256,-94.59278298379458
200,ON,5,6.659504258276699,1987-10-26,48.859937599123256,-94.59278298379458
201,ON,5,6.659504258276699,1987-10-27,48.859937599123256,-94.59278298379458
202,ON,5,6.659504258276699,1987-10-28,48.859937599123256,-94.59278298379458
203,ON,5,6.659504258276699,1987-10-29,48.859937599123256,-94.59278298379458
204,ON,5,6.659504258276699,1987-10-30,48.859937599123256,-94.59278298379458
205,ON,5,6.659504258276699,1987-10-31,48.859937599123256,-94.59278298379458
206,ON,5,4.254594996601941,1987-04-09,48.80312254167317,-94.6114997117924
207,ON,5,4.254594996601941,1987-04-10,48.80312254167317,-94.6114997117924
208,ON,5,4.254594996601941,1987-04-11,48.80312254167317,-94.6114997117924
209,ON,5,4.254594996601941,1987-04-12,48.80312254167317,-94.6114997117924
210,ON,5,4.254594996601941,1987-04-13,48.80312254167317,-94.6114997117924
211,ON,5,4.254594996601941,1987-04-14,48.80312254167317,-94.6114997117924
212,ON,5,4.254594996601941,1987-04-15,48.80312254167317,-94.6114997117924
213,ON,5,4.254594996601941,1987-04-16,48.80312254167317,-94.6114997117924
214,ON,5,4.254594996601941,1987-04-17,48.80312254167317,-94.6114997117924
215,ON,5,4.254594996601941,1987-04-18,48.80312254167317,-94.6114997117924
216,ON,5,4.254594996601941,1987-04-19,48.80312254167317,-94.6114997117924
217,ON,5,4.254594996601941,1987-04-20,48.80312254167317,-94.6114997117924
218,ON,5,4.254594996601941,1987-04-21,48.80312254167317,-94.6114997117924
219,ON,5,4.254594996601941,1987-04-22,48.80312254167317,-94.6114997117924
220,ON,5,4.254594996601941,1987-04-23,48.80312254167317,-94.6114997117924
221,ON,5,4.254594996601941,1987-04-24,48.80312254167317,-94.6114997117924
222,ON,5,4.254594996601941,1987-04-25,48.80312254167317,-94.6114997117924
223,ON,5,4.254594996601941,1987-04-26,48.80312254167317,-94.6114997117924
224,ON,5,4.254594996601941,1987-04-27,48.80312254167317,-94.6114997117924
225,ON,5,4.254594996601941,1987-04-28,48.80312254167317,-94.6114997117924
226,ON,5,4.254594996601941,1987-04-29,48.80312254167317,-94.6114997117924
227,ON,5,4.254594996601941,1987-04-30,48.80312254167317,-94.6114997117924
228,ON,5,4.254594996601941,1987-05-01,48.80312254167317,-94.6114997117924
229,ON,5,4.254594996601941,1987-05-02,48.80312254167317,-94.6114997117924
230,ON,5,4.254594996601941,1987-05-03,48.80312254167317,-94.6114997117924
231,ON,5,4.254594996601941,1987-05-04,48.80312254167317,-94.6114997117924
232,ON,5,4.254594996601941,1987-05-05,48.80312254167317,-94.6114997117924
233,ON,5,4.254594996601941,1987-05-06,48.80312254167317,-94.6114997117924
234,ON,5,4.254594996601941,1987-05-07,48.80312254167317,-94.6114997117924
235,ON,5,4.254594996601941,1987-05-08,48.80312254167317,-94.6114997117924
236,ON,5,4.254594996601941,1987-05-09,48.80312254167317,-94.6114997117924
237,ON,5,4.254594996601941,1987-05-10,48.80312254167317,-94.6114997117924
238,ON,5,4.254594996601941,1987-05-11,48.80312254167317,-94.6114997117924
239,ON,5,4.254594996601941,1987-05-12,48.80312254167317,-94.6114997117924
240,ON,5,4.254594996601941,1987-05-13,48.80312254167317,-94.6114997117924
241,ON,5,4.254594996601941,1987-05-14,48.80312254167317,-94.6114997117924
242,ON,5,4.254594996601941,1987-05-15,48.80312254167317,-94.6114997117924
243,ON,5,4.254594996601941,1987-05-16,48.80312254167317,-94.6114997117924
244,ON,5,4.254594996601941,1987-05-17,48.80312254167317,-94.6114997117924
245,ON,5,4.254594996601941,1987-05-18,48.80312254167317,-94.6114997117924
246,ON,5,4.254594996601941,1987-05-19,48.80312254167317,-94.6114997117924
247,ON,5,4.254594996601941,1987-05-20,48.80312254167317,-94.6114997117924
248,ON,5,4.254594996601941,1987-05-21,48.80312254167317,-94.6114997117924
249,ON,5,4.254594996601941,1987-05-22,48.80312254167317,-94.6114997117924
250,ON,5,4.254594996601941,1987-05-23,48.80312254167317,-94.6114997117924
251,ON,5,4.254594996601941,1987-05-24,48.80312254167317,-94.6114997117924
252,ON,5,4.254594996601941,1987-05-25,48.80312254167317,-94.6114997117924
253,ON,5,4.254594996601941,1987-05-26,48.80312254167317,-94.6114997117924
254,ON,5,4.254594996601941,1987-05-27,48.80312254167317,-94.6114997117924
255,ON,5,4.254594996601941,1987-05-28,48.80312254167317,-94.6114997117924
256,ON,5,4.254594996601941,1987-05-29,48.80312254167317,-94.6114997117924
257,ON,5,4.254594996601941,1987-05-30,48.80312254167317,-94.6114997117924
258,ON,5,4.254594996601941,1987-05-31,48.80312254167317,-94.6114997117924
259,ON,5,4.254594996601941,1987-06-01,48.80312254167317,-94.6114997117924
260,ON,5,4.254594996601941,1987-06-02,48.80312254167317,-94.6114997117924
261,ON,5,4.254594996601941,1987-06-03,48.80312254167317,-94.6114997117924
262,ON,5,4.254594996601941,1987-06-04,48.80312254167317,-94.6114997117924
263,ON,5,4.254594996601941,1987-06-05,48.80312254167317,-94.6114997117924
264,ON,5,4.254594996601941,1987-06-06,48.80312254167317,-94.6114997117924
265,ON,5,4.254594996601941,1987-06-07,48.80312254167317,-94.6114997117924
266,ON,5,4.254594996601941,1987-06-08,48.80312254167317,-94.6114997117924
267,ON,5,4.254594996601941,1987-06-09,48.80312254167317,-94.6114997117924
268,ON,5,4.254594996601941,1987-06-10,48.80312254167317,-94.6114997117924
269,ON,5,4.254594996601941,1987-06-11,48.80312254167317,-94.6114997117924
270,ON,5,4.254594996601941,1987-06-12,48.80312254167317,-94.6114997117924
271,ON,5,4.254594996601941,1987-06-13,48.80312254167317,-94.6114997117924
272,ON,5,4.254594996601941,1987-06-14,48.80312254167317,-94.6114997117924
273,ON,5,4.254594996601941,1987-06-15,48.80312254167317,-94.6114997117924
274,ON,5,4.254594996601941,1987-06-16,48.80312254167317,-94.6114997117924
275,ON,5,4.254594996601941,1987-06-17,48.80312254167317,-94.6114997117924
276,ON,5,4.254594996601941,1987-06-18,48.80312254167317,-94.6114997117924
277,ON,5,4.254594996601941,1987-06-19,48.80312254167317,-94.6114997117924
278,ON,5,4.254594996601941,1987-06-20,48.80312254167317,-94.6114997117924
279,ON,5,4.254594996601941,1987-06-21,48.80312254167317,-94.6114997117924
280,ON,5,4.254594996601941,1987-06-22,48.80312254167317,-94.6114997117924
281,ON,5,4.254594996601941,1987-06-23,48.80312254167317,-94.6114997117924
282,ON,5,4.254594996601941,1987-06-24,48.80312254167317,-94.6114997117924
283,ON,5,4.254594996601941,1987-06-25,48.80312254167317,-94.6114997117924
284,ON,5,4.254594996601941,1987-06-26,48.80312254167317,-94.6114997117924
285,ON,5,4.254594996601941,1987-06-27,48.80312254167317,-94.6114997117924
286,ON,5,4.254594996601941,1987-06-28,48.80312254167317,-94.6114997117924
287,ON,5,4.254594996601941,1987-06-29,48.80312254167317,-94.6114997117924
288,ON,5,4.254594996601941,1987-06-30,48.80312254167317,-94.6114997117924
289,ON,5,4.254594996601941,1987-07-01,48.80312254167317,-94.6114997117924
290,ON,5,4.254594996601941,1987-07-02,48.80312254167317,-94.6114997117924
291,ON,5,4.254594996601941,1987-07-03,48.80312254167317,-94.6114997117924
292,ON,5,4.254594996601941,1987-07-04,48.80312254167317,-94.6114997117924
293,ON,5,4.254594996601941,1987-07-05,48.80312254167317,-94.6114997117924
294,ON,5,4.254594996601941,1987-07-06,48.80312254167317,-94.6114997117924
295,ON,5,4.254594996601941,1987-07-07,48.80312254167317,-94.6114997117924
296,ON,5,4.254594996601941,1987-07-08,48.80312254167317,-94.6114997117924
297,ON,5,4.254594996601941,1987-07-09,48.80312254167317,-94.6114997117924
298,ON,5,4.254594996601941,1987-07-10,48.80312254167317,-94.6114997117924
299,ON,5,4.254594996601941,1987-07-11,48.80312254167317,-94.6114997117924
300,ON,5,4.254594996601941,1987-07-12,48.80312254167317,-94.6114997117924
301,ON,5,4.254594996601941,1987-07-13,48.80312254167317,-94.6114997117924
302,ON,5,4.254594996601941,1987-07-14,48.80312254167317,-94.6114997117924
303,ON,5,4.254594996601941,1987-07-15,48.80312254167317,-94.6114997117924
304,ON,5,4.254594996601941,1987-07-16,48.80312254167317,-94.6114997117924
305,ON,5,4.254594996601941,1987-07-17,48.80312254167317,-94.6114997117924
306,ON,5,4.254594996601941,1987-07-18,48.80312254167317,-94.6114997117924
307,ON,5,4.254594996601941,1987-07-19,48.80312254167317,-94.6114997117924
308,ON,5,4.254594996601941,1987-07-20,48.80312254167317,-94.6114997117924
309,ON,5,4.254594996601941,1987-07-21,48.80312254167317,-94.6114997117924
310,ON,5,4.254594996601941,1987-07-22,48.80312254167317,-94.6114997117924
311,ON,5,4.254594996601941,1987-07-23,48.80312254167317,-94.6114997117924
312,ON,5,4.254594996601941,1987-07-24,48.80312254167317,-94.6114997117924
313,ON,5,4.254594996601941,1987-07-25,48.80312254167317,-94.6114997117924
314,ON,5,4.254594996601941,1987-07-26,48.80312254167317,-94.6114997117924
315,ON,5,4.254594996601941,1987-07-27,48.80312254167317,-94.6114997117924
316,ON,5,4.254594996601941,1987-07-28,48.80312254167317,-94.6114997117924
317,ON,5,4.254594996601941,1987-07-29,48.80312254167317,-94.6114997117924
318,ON,5,4.254594996601941,1987-07-30,48.80312254167317,-94.6114997117924
319,ON,5,4.254594996601941,1987-07-31,48.80312254167317,-94.6114997117924
320,ON,5,4.254594996601941,1987-08-01,48.80312254167317,-94.6114997117924
321,ON,5,4.254594996601941,1987-08-02,48.80312254167317,-94.6114997117924
322,ON,5,4.254594996601941,1987-08-03,48.80312254167317,-94.6114997117924
323,ON,5,4.254594996601941,1987-08-04,48.80312254167317,-94.6114997117924
324,ON,5,4.254594996601941,1987-08-05,48.80312254167317,-94.6114997117924
325,ON,5,4.254594996601941,1987-08-06,48.80312254167317,-94.6114997117924
326,ON,5,4.254594996601941,1987-08-07,48.80312254167317,-94.6114997117924
327,ON,5,4.254594996601941,1987-08-08,48.80312254167317,-94.6114997117924
328,ON,5,4.254594996601941,1987-08-09,48.80312254167317,-94.6114997117924
329,ON,5,4.254594996601941,1987-08-10,48.80312254167317,-94.6114997117924
330,ON,5,4.254594996601941,1987-08-11,48.80312254167317,-94.6114997117924
331,ON,5,4.254594996601941,1987-08-12,48.80312254167317,-94.6114997117924
332,ON,5,4.254594996601941,1987-08-13,48.80312254167317,-94.6114997117924
333,ON,5,4.254594996601941,1987-08-14,48.80312254167317,-94.6114997117924
334,ON,5,4.254594996601941,1987-08-15,48.80312254167317,-94.6114997117924
335,ON,5,4.254594996601941,1987-08-16,48.80312254167317,-94.6114997117924
336,ON,5,4.254594996601941,1987-08-17,48.80312254167317,-94.6114997117924
337,ON,5,4.254594996601941,1987-08-18,48.80312254167317,-94.6114997117924
338,ON,5,4.254594996601941,1987-08-19,48.80312254167317,-94.6114997117924
339,ON,5,4.254594996601941,1987-08-20,48.80312254167317,-94.6114997117924
340,ON,5,4.254594996601941,1987-08-21,48.80312254167317,-94.6114997117924
341,ON,5,4.254594996601941,1987-08-22,48.80312254167317,-94.6114997117924
342,ON,5,4.254594996601941,1987-08-23,48.80312254167317,-94.6114997117924
343,ON,5,4.254594996601941,1987-08-24,48.80312254167317,-94.6114997117924
344,ON,5,4.254594996601941,1987-08-25,48.80312254167317,-94.6114997117924
345,ON,5,4.254594996601941,1987-08-26,48.80312254167317,-94.6114997117924
346,ON,5,4.254594996601941,1987-08-27,48.80312254167317,-94.6114997117924
347,ON,5,4.254594996601941,1987-08-28,48.80312254167317,-94.6114997117924
348,ON,5,4.254594996601941,1987-08-29,48.80312254167317,-94.6114997117924
349,ON,5,4.254594996601941,1987-08-30,48.80312254167317,-94.6114997117924
350,ON,5,4.254594996601941,1987-08-31,48.80312254167317,-94.6114997117924
351,ON,5,4.254594996601941,1987-09-01,48.80312254167317,-94.6114997117924
352,ON,5,4.254594996601941,1987-09-02,48.80312254167317,-94.6114997117924
353,ON,5,4.254594996601941,1987-09-03,48.80312254167317,-94.6114997117924
354,ON,5,4.254594996601941,1987-09-04,48.80312254167317,-94.6114997117924
