,StationID,Date,StationName,AverageTemp,MaxGust,MaxRelHumidity,ProvinceShort
4926,31468,2012-03-02,PEORIA AGDM,-10.3,0.0,95.0,AB
4927,7534,2018-08-27,BUFFALO NARROWS (AUT),9.5,37.0,89.0,SK
4928,650,2018-05-30,SPOKIN LAKE 4E,7.5,,,BC
4929,2765,1999-07-26,PANNY LO,13.5,,,AB
4930,31468,2011-09-30,PEORIA AGDM,9.0,52.0,78.0,AB
4931,1340,2015-10-31,VAVENBY,5.5,,,BC
4932,557,2004-09-23,FRASER LAKE NORTH SHORE,9.0,,,BC
4933,47087,2010-06-04,LA GLACE AGCM,,0.0,,AB
4934,2765,1999-07-09,PANNY LO,21.0,,,AB
4935,1398,2016-04-27,CHARLIE LAKE,7.8,,,BC
4936,1043,2003-08-13,OSOYOOS WEST,21.0,,,BC
4937,8979,2010-08-11,ROCK RIVER,12.2,0.0,,YT
4938,52758,2017-06-20,GILLAM A,15.3,0.0,,MB
4939,47071,2020-07-13,EAGLESHAM AGCM,15.0,61.0,89.0,AB
4940,7534,2018-05-17,BUFFALO NARROWS (AUT),9.7,0.0,,SK
4941,3394,2002-05-10,STONY RAPIDS A,1.6,0.0,,SK
4942,655,2018-01-16,VANDERHOOF,-3.0,,,BC
4943,1535,2006-09-13,DAWSON A,9.5,,,YT
4944,8092,2010-04-21,PUNTZI MOUNTAIN (AUT),7.5,0.0,84.0,BC
4945,10183,2011-09-08,RED EARTH,19.5,0.0,92.0,AB
4946,617,2017-10-12,MCLEESE LAKE GRANITE MT,,,,BC
4947,10932,2005-03-17,GARDEN RIVER,-10.0,,,AB
4948,47087,2010-03-27,LA GLACE AGCM,-0.1,41.0,90.0,AB
4949,3923,1990-09-24,RED LAKE A,12.8,0.0,,ON
4950,10188,2015-07-10,SWAN RIVER RCS,21.7,0.0,,MB
4951,48872,2021-08-15,KEY LAKE,15.7,37.0,,SK
4952,655,2017-10-22,VANDERHOOF,5.3,,,BC
4953,49628,2018-07-22,DEASE LAKE A,14.3,32.0,,BC
4954,52602,2022-10-06,FORT GOOD HOPE A,7.0,,99.0,NT
4955,541,2006-08-17,PUNTCHESAKUT LAKE,15.5,,,BC
4956,8872,2006-06-26,WATERTON RED ROCK,15.9,,,AB
4957,1255,2009-07-30,CLINTON (AUT),22.8,32.0,58.0,BC
4958,6811,2018-08-30,SHERINGHAM POINT,,48.0,,BC
4959,3945,1993-11-28,RAINY RIVER,-13.5,,,ON
4960,2632,2011-11-01,WHITECOURT A,2.1,,,AB
4961,3858,2007-08-10,FLIN FLON A,13.0,,,MB
4962,3945,1995-03-17,RAINY RIVER,7.0,,,ON
4963,53022,2019-06-04,DAWSON CITY A,9.5,,88.0,YT
4964,3678,2012-08-30,STONY MOUNTAIN,22.0,,,MB
4965,3923,1988-10-04,RED LAKE A,1.6,0.0,,ON
4966,3945,1992-05-06,RAINY RIVER-COOPER,15.0,,,ON
4967,4236,2015-08-15,BROCKVILLE PCC,23.5,,,ON
4968,51538,2017-10-16,FORT ST JAMES AUTO,4.6,32.0,,BC
4969,3742,1989-06-28,GREAT FALLS,16.8,,,MB
4970,650,2017-03-14,SPOKIN LAKE 4E,4.5,,,BC
4971,6843,2018-06-26,SALMON ARM CS,16.2,0.0,,BC
4972,10932,2005-03-01,GARDEN RIVER,-3.2,,,AB
4973,1210,2014-10-05,WASA,10.3,,,BC
4974,655,2006-08-25,VANDERHOOF,,,,BC
4975,10188,2015-07-09,SWAN RIVER RCS,20.5,41.0,,MB
4976,8092,2017-04-30,PUNTZI MOUNTAIN (AUT),4.6,48.0,,BC
4977,1535,2011-09-25,DAWSON A,,,,YT
4978,44927,2015-06-07,LYTTON RCS,26.1,52.0,,BC
4979,6108,2005-06-21,LAKE ALMA,23.5,,,SK
4980,3923,1991-10-02,RED LAKE A,5.8,37.0,,ON
4981,3678,2012-05-30,STONY MOUNTAIN,9.3,,,MB
4982,3945,1991-11-12,RAINY RIVER-COOPER,0.8,,,ON
4983,6108,2005-05-12,LAKE ALMA,3.0,,,SK
4984,650,2018-03-06,SPOKIN LAKE 4E,-5.0,,,BC
4985,30494,2021-10-17,TATLAYOKO LAKE RCS,3.8,,97.0,BC
4986,1255,2009-09-16,CLINTON (AUT),16.8,48.0,68.0,BC
4987,10881,2015-07-16,OAKPOINT MARINE,20.9,44.0,,MB
4988,3945,1996-06-29,RAINY RIVER,23.3,,,ON
4989,52398,2018-07-16,CLEARWATER AUTO,22.1,,76.0,BC
4990,470,2018-10-30,HOUSTON,2.5,,,BC
4991,3945,1995-12-24,RAINY RIVER,-5.8,,,ON
4992,29555,2001-06-30,WASKWATIM LAKE,10.0,,,MB
4993,48948,2011-05-25,EDSON,6.1,35.0,,AB
4994,10867,2022-09-07,COLVILLE LAKE A,3.7,,100.0,NT
4995,266,2017-08-15,PORT ALBERNI COX LAKE,17.5,,,BC
4996,52398,2018-08-08,CLEARWATER AUTO,23.0,,74.0,BC
4997,1309,2021-08-23,100 MILE HOUSE 6NE,9.5,,,BC
4998,1518,2009-09-10,BEAVER CREEK A,,,,YT
4999,47128,2017-03-20,FORT ASSINIBOINE AGCM,-7.8,32.0,,AB
5000,3945,1996-02-19,RAINY RIVER,-3.3,,,ON
5001,3945,1991-12-30,RAINY RIVER-COOPER,-3.8,,,ON
5002,10183,2011-06-13,RED EARTH,14.4,33.0,91.0,AB
5003,3945,1992-05-24,RAINY RIVER-COOPER,4.0,,,ON
5004,30494,2021-05-24,TATLAYOKO LAKE RCS,10.0,,87.0,BC
5005,655,2017-10-09,VANDERHOOF,6.8,,,BC
5006,3375,1998-06-02,ISLAND FALLS,5.8,,,SK
5007,3945,1993-01-20,RAINY RIVER-COOPER,-8.0,,,ON
5008,8935,2014-09-20,FORT RELIANCE (AUT),5.7,0.0,,NT
5009,1100,2015-10-23,BILLINGS,6.8,,,BC
5010,8092,2017-02-20,PUNTZI MOUNTAIN (AUT),-1.1,0.0,,BC
5011,10867,2022-06-29,COLVILLE LAKE A,15.9,,90.0,NT
5012,30494,2017-09-27,TATLAYOKO LAKE RCS,12.8,0.0,,BC
5013,47147,2021-08-30,LA CRETE AGCM,12.3,,86.0,AB
5014,2592,2003-09-04,ROUND HILL LO,17.0,,,AB
5015,650,2017-07-01,SPOKIN LAKE 4E,16.3,,,BC
5016,2592,2003-08-28,ROUND HILL LO,15.8,,,AB
5017,535,2014-08-25,OOTSA L SKINS L SPILLWAY,14.8,,,BC
5018,3945,1995-05-30,RAINY RIVER,21.5,,,ON
5019,47087,2015-09-26,LA GLACE AGCM,3.6,78.0,,AB
5020,10188,2015-06-26,SWAN RIVER RCS,22.6,39.0,,MB
5021,266,2017-08-26,PORT ALBERNI COX LAKE,18.3,,,BC
5022,48568,2017-06-04,FREDERICTON INTL A,10.9,0.0,,NB
5023,10183,2011-08-03,RED EARTH,15.5,0.0,90.0,AB
5024,1091,2015-03-21,MIDWAY,10.8,,,BC
5025,650,2018-06-24,SPOKIN LAKE 4E,13.5,,,BC
5026,10186,2017-07-30,PINAWA CANWARN,,,,MB
5027,10890,2015-06-07,CROWSNEST,15.8,37.0,,AB
5028,1596,2011-09-05,SHINGLE POINT A,4.3,0.0,,YT
5029,2650,1995-07-24,AMBER LO,13.0,,,AB
5030,655,2010-06-07,VANDERHOOF,13.3,,,BC
5031,650,2017-02-11,SPOKIN LAKE 4E,-10.3,,,BC
5032,3945,1994-01-02,RAINY RIVER,-23.8,,,ON
5033,10183,2011-07-13,RED EARTH LO,,,,AB
5034,3867,1998-07-31,NORWAY HOUSE FORESTRY,19.0,,,MB
5035,52939,2015-02-28,CHETWYND A,-3.9,,,BC
5036,31468,2012-09-10,PEORIA AGDM,11.9,44.0,72.0,AB
5037,8092,2010-03-24,PUNTZI MOUNTAIN (AUT),3.0,0.0,99.0,BC
5038,655,2017-08-17,VANDERHOOF,16.0,,,BC
5039,44927,2021-08-07,LYTTON RCS,20.1,61.0,69.0,BC
5040,47087,2010-06-18,LA GLACE AGCM,,0.0,,AB
5041,2538,2004-05-30,HUCKLEBERRY LO,6.5,,,AB
5042,10881,2015-06-01,OAKPOINT MARINE,15.4,50.0,,MB
5043,1106,2021-06-03,CASTLEGAR BCHPA DAM,24.8,,,BC
5044,3945,1995-11-29,RAINY RIVER,-12.8,,,ON
5045,3858,2007-08-11,FLIN FLON A,14.3,,,MB
5046,2726,2012-08-09,HIGH LEVEL A,19.5,,,AB
5047,3169,2004-07-22,CLIMAX,,,,SK
5048,596,2007-05-12,HORSEFLY LAKE GRUHS LAKE,8.8,,,BC
5049,51818,2017-10-02,CRANBROOK AIRPORT AUTO,4.6,33.0,,BC
5050,655,2018-03-11,VANDERHOOF,-4.8,,,BC
5051,10760,2005-08-30,LITTLE CHICAGO,8.5,,,NT
5052,3945,1994-05-18,RAINY RIVER,18.8,,,ON
5053,10963,2017-09-04,CAP-ROUGE,,33.0,,QC
5054,53358,2022-07-16,ISLAND LAKE SOUTH,19.8,39.0,93.0,AB
5055,3945,1992-04-14,RAINY RIVER-COOPER,2.3,,,ON
5056,10760,2005-10-03,LITTLE CHICAGO,-2.0,,,NT
5057,3945,1996-08-04,RAINY RIVER,22.0,,,ON
5058,10217,2018-06-11,GILLAM A,,,,MB
5059,1309,2021-10-03,100 MILE HOUSE 6NE,7.0,,,BC
5060,51798,2014-06-09,WASECA RCS,12.7,46.0,,SK
5061,1586,1995-08-16,PELLY RANCH,14.8,,,YT
5062,3950,1987-04-18,STRATTON ROMYN,,,,ON
5063,50837,2016-05-04,FORT ST. JOHN A,11.7,63.0,,BC
5064,3950,1987-05-05,STRATTON ROMYN,,,,ON
5065,10188,2015-05-23,SWAN RIVER RCS,19.2,50.0,,MB
5066,470,2018-08-23,HOUSTON,16.8,,,BC
5067,3641,2012-06-02,OAKBANK,,,,MB
5068,535,2014-08-27,OOTSA L SKINS L SPILLWAY,14.5,,,BC
5069,650,2018-08-02,SPOKIN LAKE 4E,12.5,,,BC
5070,6811,2018-10-02,SHERINGHAM POINT,,54.0,,BC
5071,557,2004-08-09,FRASER LAKE NORTH SHORE,16.0,,,BC
5072,7290,2020-06-11,GRAND RAPIDS (AUT),4.8,,91.0,MB
5073,51818,2017-11-05,CRANBROOK AIRPORT AUTO,-8.3,0.0,,BC
5074,3945,1997-06-15,RAINY RIVER,16.3,,,ON
5075,1518,2004-06-24,BEAVER CREEK A,20.5,,,YT
5076,10941,2006-06-22,KEY LAKE A,10.7,,,SK
5077,1043,2003-10-03,OSOYOOS WEST,16.0,,,BC
5078,50777,2015-09-10,SLAVE LAKE RCS,11.4,0.0,,AB
5079,53398,2018-06-08,ISLAND LAKE A,,33.0,,MB
5080,10186,2017-09-30,PINAWA CANWARN,,,,MB
5081,10932,2005-04-17,GARDEN RIVER,0.5,,,AB
5082,54658,2018-07-12,CROSS LAKE JENPEG 2,19.5,0.0,,MB
5083,10186,2021-07-23,PINAWA CANWARN,,,,MB
5084,7633,2005-09-12,NAGAGAMI (AUT),21.8,,,ON
5085,1309,2021-10-21,100 MILE HOUSE 6NE,6.0,,,BC
5086,10183,2011-09-16,RED EARTH,8.5,0.0,,AB
5087,3945,1993-11-06,RAINY RIVER,-8.8,,,ON
5088,4132,2002-07-27,SUDBURY A,22.2,32.0,93.0,ON
5089,10186,2021-04-12,PINAWA CANWARN,,,,MB
5090,5017,2010-05-18,CASTLE ROCK 6 NORTH,18.0,,,BC
5091,3945,1993-04-29,RAINY RIVER-COOPER,3.0,,,ON
5092,655,2010-07-20,VANDERHOOF,19.5,,,BC
5093,10183,2011-08-01,RED EARTH LO,,,,AB
5094,48568,2017-06-05,FREDERICTON INTL A,10.1,35.0,,NB
5095,52939,2015-05-06,CHETWYND A,5.8,,,BC
5096,1582,2010-07-11,OLD CROW A,,,,YT
5097,2803,2006-08-12,SWEATHOUSE LO,13.5,,,AB
5098,2650,1995-08-19,AMBER LO,12.0,,,AB
5099,1340,2015-07-02,VAVENBY,23.5,,,BC
5100,3945,1994-06-04,RAINY RIVER,19.8,,,ON
5101,536,2016-08-19,PEMBERTON AIRPORT CS,23.6,,,BC
5102,10963,2017-08-30,CAP-ROUGE,,0.0,,QC
5103,655,2017-06-16,VANDERHOOF,13.0,,,BC
5104,2778,1998-08-06,PETITOT LO,10.0,,,AB
5105,31468,2011-09-16,PEORIA AGDM,11.0,54.0,97.0,AB
5106,10941,2006-06-30,KEY LAKE A,16.7,,,SK
5107,3945,1994-06-16,RAINY RIVER,15.8,,,ON
5108,47128,2017-05-08,FORT ASSINIBOINE AGCM,8.8,33.0,,AB
5109,3945,1992-05-27,RAINY RIVER-COOPER,10.0,,,ON
5110,27378,2014-09-03,BANFF CS,5.8,0.0,,AB
5111,1525,2011-07-17,BURWASH A,14.5,,,YT
5112,51798,2014-09-30,WASECA RCS,11.0,0.0,,SK
5113,52939,2015-05-31,CHETWYND A,12.3,,,BC
5114,1525,2004-10-27,BURWASH A,-0.5,,,YT
5115,31469,2015-09-16,FAIRVIEW AGDM,7.2,32.0,,AB
5116,52939,2015-06-30,CHETWYND A,20.1,,,BC
5117,655,2018-10-03,VANDERHOOF,-1.5,,,BC
5118,10188,2015-09-14,SWAN RIVER RCS,11.2,0.0,,MB
5119,31468,2012-05-12,PEORIA AGDM,10.5,56.0,68.0,AB
5120,10217,2018-07-10,GILLAM A,,0.0,,MB
5121,48872,2021-08-01,KEY LAKE,21.7,41.0,89.0,SK
5122,53698,2018-08-19,GILLAM A,13.7,57.0,,MB
5123,3945,1992-01-27,RAINY RIVER-COOPER,-16.0,,,ON
5124,650,2018-03-26,SPOKIN LAKE 4E,-1.3,,,BC
5125,1309,2021-11-05,100 MILE HOUSE 6NE,4.8,,,BC
5126,3945,1994-12-18,RAINY RIVER,-9.0,,,ON
5127,3858,2007-06-21,FLIN FLON A,12.5,,,MB
5128,8872,2006-05-12,WATERTON RED ROCK,7.6,,,AB
5129,1210,2014-10-01,WASA,,,,BC
5130,44927,2021-05-22,LYTTON RCS,16.6,45.0,,BC
5131,655,2019-04-30,VANDERHOOF,5.0,,,BC
5132,4132,2002-08-08,SUDBURY A,17.2,0.0,82.0,ON
5133,655,2017-03-26,VANDERHOOF,1.3,,,BC
5134,1115,2021-07-27,DUNCAN LAKE DAM,20.3,,,BC
5135,48872,2021-06-09,KEY LAKE,9.7,37.0,,SK
5136,52939,2015-03-26,CHETWYND A,7.1,,,BC
5137,1309,2021-07-26,100 MILE HOUSE 6NE,16.5,,,BC
5138,54338,2021-10-04,BELLA COOLA AIRPORT,7.3,,98.0,BC
5139,1518,2004-10-12,BEAVER CREEK A,-2.8,,,YT
5140,10186,2017-08-15,PINAWA,19.6,0.0,,MB
5141,3945,1992-04-09,RAINY RIVER-COOPER,-3.5,,,ON
5142,655,2006-07-06,VANDERHOOF,17.0,,,BC
5143,3945,1995-08-23,RAINY RIVER,18.0,,,ON
5144,1596,2011-06-01,SHINGLE POINT A,-1.6,0.0,,YT
5145,3678,2012-08-14,STONY MOUNTAIN,17.3,,,MB
5146,3945,1995-02-26,RAINY RIVER,-8.8,,,ON
5147,52758,2017-08-03,GILLAM A,14.3,0.0,,MB
5148,29555,2001-09-16,WASKWATIM LAKE,12.1,,,MB
5149,535,2014-09-04,OOTSA L SKINS L SPILLWAY,10.8,,,BC
5150,50837,2016-05-11,FORT ST. JOHN A,9.9,44.0,,BC
5151,3394,2006-10-20,STONY RAPIDS A,-6.1,0.0,,SK
5152,2650,1995-06-01,AMBER LO,14.5,,,AB
5153,47071,2020-08-31,EAGLESHAM AGCM,9.7,57.0,98.0,AB
5154,3394,2006-10-11,STONY RAPIDS A,-3.0,0.0,,SK
5155,1032,2009-09-05,OKANAGAN CENTRE,17.2,,,BC
5156,1518,2004-12-22,BEAVER CREEK A,-16.5,,,YT
5157,3945,1996-02-11,RAINY RIVER,-6.5,,,ON
5158,6873,1998-07-21,COLLINS BAY CAMECO,12.3,,,SK
5159,1674,2022-07-28,WHATI,12.6,38.0,86.0,NT
5160,776,2018-08-29,HANEY UBC RF ADMIN,16.5,,,BC
5161,43500,2015-08-20,CALLAGHAN VALLEY,15.6,33.0,,BC
5162,557,2004-06-21,FRASER LAKE NORTH SHORE,22.8,,,BC
5163,8214,2018-08-07,BLUE RIVER CS,19.0,,98.0,BC
5164,47147,2021-06-04,LA CRETE AGCM,18.0,46.0,70.0,AB
5165,50777,2015-10-02,SLAVE LAKE RCS,8.4,41.0,,AB
5166,655,2010-03-23,VANDERHOOF,3.8,,,BC
5167,10867,2022-10-06,COLVILLE LAKE A,5.2,35.0,100.0,NT
5168,655,2017-09-18,VANDERHOOF,7.3,,,BC
5169,41884,2013-06-22,FORT SMITH CLIMATE,20.1,0.0,77.0,NT
5170,3945,1997-08-11,RAINY RIVER,15.0,,,ON
5171,3923,1990-09-07,RED LAKE A,9.4,35.0,,ON
5172,3945,1997-05-06,RAINY RIVER,8.5,,,ON
5173,53027,2022-07-09,TESLIN A,14.0,32.0,74.0,YT
5174,3741,2018-08-02,GRAND RAPIDS HYDRO,14.3,,,MB
5175,27388,2004-05-04,LILLOOET,14.2,,,BC
5176,54658,2018-08-26,CROSS LAKE JENPEG 2,9.1,,,MB
5177,3945,1993-12-28,RAINY RIVER,-20.3,,,ON
5178,10186,2017-08-26,PINAWA,14.7,0.0,,MB
5179,655,2018-09-03,VANDERHOOF,11.0,,,BC
5180,8979,2010-06-17,ROCK RIVER,8.2,35.0,99.0,YT
5181,8092,2017-04-21,PUNTZI MOUNTAIN (AUT),5.2,32.0,,BC
5182,1106,2017-09-06,CASTLEGAR BCHPA DAM,20.5,,,BC
5183,3394,2002-08-26,STONY RAPIDS A,12.9,0.0,,SK
5184,1091,2015-03-13,MIDWAY,7.3,,,BC
5185,8092,2010-05-22,PUNTZI MOUNTAIN (AUT),5.2,43.0,94.0,BC
5186,1572,2001-08-08,MAYO A,15.3,0.0,95.0,YT
5187,49628,2018-07-25,DEASE LAKE A,17.1,32.0,,BC
5188,52398,2018-06-29,CLEARWATER AUTO,14.7,0.0,,BC
5189,3775,2017-08-27,BEAVER MINES,18.9,35.0,,AB
5190,50777,2015-11-14,SLAVE LAKE RCS,0.4,0.0,,AB
5191,1613,2013-08-13,TUCHITUA,16.8,,,YT
5192,7534,2018-08-12,BUFFALO NARROWS (AUT),14.2,,87.0,SK
5193,10183,2011-05-20,RED EARTH,14.2,0.0,,AB
5194,3667,2014-07-30,ST LABRE,,,,MB
5195,3858,2007-08-07,FLIN FLON A,19.3,,,MB
5196,7633,2005-07-07,NAGAGAMI (AUT),16.2,,,ON
5197,53398,2018-06-15,ISLAND LAKE A,,43.0,,MB
5198,4132,2002-06-28,SUDBURY A,20.8,0.0,79.0,ON
5199,10881,2008-07-19,OAKPOINT MARINE,18.8,0.0,,MB
5200,43500,2015-08-16,CALLAGHAN VALLEY,15.8,0.0,,BC
5201,31468,2012-01-03,PEORIA AGDM,-1.8,0.0,99.0,AB
5202,1398,2016-04-15,CHARLIE LAKE,5.3,,,BC
5203,53398,2018-06-07,ISLAND LAKE A,15.1,0.0,,MB
5204,27378,2014-05-11,BANFF CS,3.5,0.0,,AB
5205,47075,2022-08-10,HAWK HILLS AGCM,,,,AB
5206,617,2017-07-07,MCLEESE LAKE GRANITE MT,,,,BC
5207,48872,2021-04-28,KEY LAKE,-10.8,54.0,83.0,SK
5208,536,2016-07-01,PEMBERTON AIRPORT CS,19.2,,,BC
5209,1665,1995-09-13,HAY RIVER PARADISE GDNS,13.5,,,NT
5210,44927,2015-06-29,LYTTON RCS,28.6,54.0,,BC
5211,655,2010-07-07,VANDERHOOF,19.8,,,BC
5212,8092,2017-04-28,PUNTZI MOUNTAIN (AUT),3.8,35.0,,BC
5213,650,2017-06-27,SPOKIN LAKE 4E,8.3,,,BC
5214,30494,2017-07-26,TATLAYOKO LAKE RCS,15.4,41.0,,BC
5215,3945,1995-11-21,RAINY RIVER,-9.8,,,ON
5216,48948,2011-07-27,EDSON,13.2,,,AB
5217,47087,2012-08-02,LA GLACE AGCM,12.5,35.0,93.0,AB
5218,1255,2009-10-24,CLINTON (AUT),2.0,32.0,89.0,BC
5219,6108,2005-07-16,LAKE ALMA,23.0,,,SK
5220,48568,2017-06-23,FREDERICTON INTL A,14.4,32.0,,NB
5221,3945,1995-11-30,RAINY RIVER,-7.0,,,ON
5222,655,2017-10-11,VANDERHOOF,3.8,,,BC
5223,52758,2017-06-21,GILLAM A,17.9,44.0,,MB
5224,1525,2011-09-29,BURWASH A,5.3,,,YT
5225,536,2016-07-29,PEMBERTON AIRPORT CS,25.5,,,BC
5226,10932,2004-10-09,GARDEN RIVER,6.9,,,AB
5227,3905,2013-08-21,THOMPSON A,13.5,48.0,90.0,MB
5228,1525,2004-10-10,BURWASH A,4.3,,,YT
5229,3945,1995-11-20,RAINY RIVER,-4.3,,,ON
5230,2632,2011-10-06,WHITECOURT A,7.1,,,AB
5231,47087,2015-08-13,LA GLACE AGCM,,0.0,,AB
5232,44927,2021-05-12,LYTTON RCS,15.9,49.0,59.0,BC
5233,44927,2015-05-18,LYTTON RCS,19.2,46.0,,BC
5234,1106,2021-04-18,CASTLEGAR BCHPA DAM,11.0,,,BC
5235,3394,2002-08-06,STONY RAPIDS A,13.9,0.0,,SK
5236,1255,2009-06-07,CLINTON (AUT),11.0,44.0,54.0,BC
5237,655,2019-05-22,VANDERHOOF,15.0,,,BC
5238,3945,1997-07-08,RAINY RIVER,16.8,,,ON
5239,3945,1995-08-24,RAINY RIVER,15.8,,,ON
5240,3945,1997-12-28,RAINY RIVER,-8.3,,,ON
5241,47147,2012-08-02,LA CRETE AGCM,18.8,0.0,90.0,AB
5242,7633,2005-09-21,NAGAGAMI (AUT),14.0,,,ON
5243,47087,2015-06-25,LA GLACE AGCM,,0.0,,AB
5244,7290,2020-05-17,GRAND RAPIDS (AUT),18.6,40.0,53.0,MB
5245,53358,2022-06-25,ISLAND LAKE SOUTH,16.4,,80.0,AB
5246,3375,1998-04-30,ISLAND FALLS,3.5,,,SK
5247,3945,1994-12-13,RAINY RIVER,-14.8,,,ON
5248,7534,2022-10-15,BUFFALO NARROWS (AUT),1.9,54.0,69.0,SK
5249,655,2017-05-04,VANDERHOOF,12.3,,,BC
5250,26893,2001-08-25,LA POCATIERE,15.1,35.0,87.0,QC
5251,3945,1996-09-30,RAINY RIVER,6.5,,,ON
5252,8935,2014-08-11,FORT RELIANCE (AUT),14.1,0.0,,NT
5253,48568,2017-05-09,FREDERICTON INTL A,7.6,39.0,,NB
5254,1613,2013-06-24,TUCHITUA,18.3,,,YT
5255,2803,2006-07-17,SWEATHOUSE LO,15.0,,,AB
5256,3923,1991-06-24,RED LAKE A,20.4,44.0,,ON
5257,1705,2005-07-28,WRIGLEY A,14.4,,,NT
5258,52939,2015-04-21,CHETWYND A,12.3,,,BC
5259,10890,2015-06-29,CROWSNEST,19.0,44.0,,AB
5260,3945,1994-12-27,RAINY RIVER,-1.0,,,ON
5261,3905,2013-06-28,THOMPSON A,18.2,0.0,,MB
5262,3945,1997-08-17,RAINY RIVER,13.8,,,ON
5263,6811,2018-10-31,SHERINGHAM POINT,,,,BC
5264,29371,2008-08-29,LA RONGE RCS,14.0,37.0,95.0,SK
5265,3879,1988-06-04,GODS LAKE NARROWS A,,,,MB
5266,655,2010-03-13,VANDERHOOF,-1.8,,,BC
5267,596,2007-04-17,HORSEFLY LAKE GRUHS LAKE,4.5,,,BC
5268,3945,1992-12-17,RAINY RIVER-COOPER,-21.3,,,ON
5269,8092,2017-04-25,PUNTZI MOUNTAIN (AUT),6.0,0.0,,BC
5270,3945,1998-03-06,RAINY RIVER,-3.8,,,ON
5271,50757,2022-10-03,FORT CHIPEWYAN RCS,6.3,,97.0,AB
5272,535,2014-11-05,OOTSA L SKINS L SPILLWAY,2.0,,,BC
5273,43500,2015-08-07,CALLAGHAN VALLEY,14.3,0.0,,BC
5274,51818,2017-08-18,CRANBROOK AIRPORT AUTO,21.6,32.0,,BC
5275,48948,2011-08-06,EDSON,13.2,0.0,,AB
5276,52398,2018-07-18,CLEARWATER AUTO,24.0,,71.0,BC
5277,1255,2009-07-12,CLINTON (AUT),19.5,32.0,65.0,BC
5278,47147,2021-05-19,LA CRETE AGCM,5.8,32.0,71.0,AB
5279,8979,2010-06-22,ROCK RIVER,6.8,0.0,,YT
5280,1665,1995-08-18,HAY RIVER PARADISE GDNS,15.0,,,NT
5281,1656,1995-07-29,FORT SIMPSON A,10.9,0.0,97.0,NT
5282,10188,2015-05-25,SWAN RIVER RCS,17.0,37.0,,MB
5283,52939,2015-11-12,CHETWYND A,1.0,,,BC
5284,1275,2006-07-20,KAMLOOPS A,22.9,0.0,,BC
5285,30494,2017-07-12,TATLAYOKO LAKE RCS,15.2,39.0,,BC
5286,3945,1996-11-20,RAINY RIVER,-13.3,,,ON
5287,4132,1999-06-07,SUDBURY A,24.1,52.0,93.0,ON
5288,1656,1995-08-12,FORT SIMPSON A,17.6,0.0,81.0,NT
5289,50777,2015-11-04,SLAVE LAKE RCS,1.3,0.0,,AB
5290,655,2017-06-22,VANDERHOOF,13.5,,,BC
5291,1100,2015-08-19,BILLINGS,24.3,,,BC
5292,53022,2019-07-11,DAWSON CITY A,18.8,,96.0,YT
5293,3945,1992-02-15,RAINY RIVER-COOPER,-3.8,,,ON
5294,3169,2004-06-09,CLIMAX,,,,SK
5295,52939,2015-10-12,CHETWYND A,11.2,,,BC
5296,1518,2004-07-09,BEAVER CREEK A,11.3,,,YT
5297,31468,2012-09-13,PEORIA AGDM,13.1,0.0,,AB
5298,1106,2017-08-16,CASTLEGAR BCHPA DAM,21.3,,,BC
5299,48948,2011-10-04,EDSON,10.3,0.0,,AB
5300,2632,2011-11-24,WHITECOURT A,-6.5,,,AB
5301,3394,2006-08-31,STONY RAPIDS A,12.2,0.0,,SK
5302,6843,2018-08-07,SALMON ARM CS,21.4,,90.0,BC
5303,8092,2017-03-17,PUNTZI MOUNTAIN (AUT),-2.8,35.0,,BC
5304,53698,2018-08-03,GILLAM A,,,,MB
5305,3394,2006-06-08,STONY RAPIDS A,11.1,0.0,,SK
5306,47147,2012-09-30,LA CRETE AGCM,9.1,46.0,73.0,AB
5307,655,2017-07-22,VANDERHOOF,17.3,,,BC
5308,1518,2009-07-09,BEAVER CREEK A,16.5,,,YT
5309,2650,1995-06-07,AMBER LO,14.0,,,AB
5310,1106,2021-08-09,CASTLEGAR BCHPA DAM,20.0,,,BC
5311,10941,2006-06-11,KEY LAKE A,10.3,,,SK
5312,10881,2015-08-12,OAKPOINT MARINE,23.2,44.0,,MB
5313,1106,2021-08-30,CASTLEGAR BCHPA DAM,19.0,,,BC
5314,53398,2018-08-01,ISLAND LAKE A,13.4,30.0,,MB
5315,30494,2017-08-13,TATLAYOKO LAKE RCS,12.7,37.0,,BC
5316,3394,2002-07-26,STONY RAPIDS A,20.8,0.0,,SK
5317,1535,2006-07-01,DAWSON A,16.8,,,YT
5318,3667,2014-06-20,ST LABRE,,,,MB
5319,26893,2001-09-28,LA POCATIERE,8.8,0.0,98.0,QC
5320,10663,2004-08-24,COLLINS BAY CAMECO,7.5,,,SK
5321,650,2017-07-25,SPOKIN LAKE 4E,12.0,,,BC
5322,31468,2012-08-05,PEORIA AGDM,17.2,0.0,94.0,AB
5323,1572,2001-09-24,MAYO A,5.0,32.0,92.0,YT
5324,3858,2007-05-18,FLIN FLON A,2.3,,,MB
5325,3879,1988-08-08,GODS LAKE NARROWS A,17.3,,,MB
5326,53398,2018-06-18,ISLAND LAKE A,18.7,0.0,,MB
5327,1106,2017-08-29,CASTLEGAR BCHPA DAM,21.0,,,BC
5328,52758,2017-05-18,GILLAM A,2.9,37.0,,MB
5329,1398,2016-02-29,CHARLIE LAKE,-5.3,,,BC
