,StationID,Date,StationName,AverageTemp,MaxGust,MaxRelHumidity,ProvinceShort
0,5017,2010-06-11,CASTLE ROCK 6 NORTH,15.5,,,BC
1,27378,2014-08-05,BANFF CS,17.2,0.0,,AB
2,3394,2002-08-22,STONY RAPIDS A,15.1,37.0,,SK
3,3945,1992-04-06,RAINY RIVER-COOPER,6.5,,,ON
4,10963,2017-08-17,CAP-ROUGE,,54.0,,QC
5,10760,2005-08-10,LITTLE CHICAGO,17.1,,,NT
6,1340,2015-08-16,VAVENBY,17.5,,,BC
7,10188,2015-06-09,SWAN RIVER RCS,16.9,43.0,,MB
8,54658,2018-06-11,CROSS LAKE JENPEG 2,15.9,0.0,,MB
9,7290,2020-05-15,GRAND RAPIDS (AUT),2.3,,92.0,MB
10,470,2018-08-15,HOUSTON,15.0,,,BC
11,3641,2012-07-26,OAKBANK,,,,MB
12,3945,1991-11-11,RAINY RIVER-COOPER,-4.3,,,ON
13,1525,2004-07-18,BURWASH A,14.5,,,YT
14,3394,2006-10-29,STONY RAPIDS A,-2.7,0.0,,SK
15,3169,2004-06-04,CLIMAX,,,,SK
16,30494,2021-08-12,TATLAYOKO LAKE RCS,21.7,,69.0,BC
17,3945,1998-04-15,RAINY RIVER,1.0,,,ON
18,48872,2021-03-14,KEY LAKE,-1.6,55.0,68.0,SK
19,10760,2005-08-22,LITTLE CHICAGO,10.5,,,NT
20,50837,2016-07-22,FORT ST. JOHN A,15.8,46.0,,BC
21,10890,2015-09-22,CROWSNEST,10.1,33.0,,AB
22,3945,1994-04-05,RAINY RIVER,-5.5,,,ON
23,3879,1988-08-02,GODS LAKE NARROWS A,17.3,,,MB
24,8092,2010-03-16,PUNTZI MOUNTAIN (AUT),5.6,44.0,99.0,BC
25,1586,1995-08-10,PELLY RANCH,15.8,,,YT
26,3923,1991-06-28,RED LAKE A,14.7,0.0,,ON
27,1535,2011-07-31,DAWSON CREEK A,13.0,52.0,,BC
28,53698,2018-07-24,GILLAM A,10.6,43.0,,MB
29,655,2018-08-11,VANDERHOOF,16.3,,,BC
30,3923,1991-08-08,RED LAKE A,19.6,0.0,,ON
31,1309,2021-10-20,100 MILE HOUSE 6NE,7.0,,,BC
32,10881,2008-06-17,OAKPOINT MARINE,14.7,0.0,,MB
33,3945,1993-07-09,RAINY RIVER-COOPER,18.0,,,ON
34,10881,2008-06-23,OAKPOINT MARINE,18.3,78.0,,MB
35,31468,2011-10-18,PEORIA AGDM,9.8,54.0,94.0,AB
36,3923,1990-09-23,RED LAKE A,6.7,43.0,,ON
37,3945,1992-07-12,RAINY RIVER-COOPER,16.5,,,ON
38,3945,1992-04-21,RAINY RIVER-COOPER,-3.5,,,ON
39,4132,1999-07-15,SUDBURY A,23.9,0.0,89.0,ON
40,6843,2018-08-25,SALMON ARM CS,13.9,,92.0,BC
41,3945,1994-08-24,RAINY RIVER,22.8,,,ON
42,1705,2005-09-22,WRIGLEY A,3.1,,,NT
43,47147,2012-10-10,LA CRETE AGCM,-1.6,37.0,84.0,AB
44,1255,2009-10-01,CLINTON (AUT),4.0,35.0,74.0,BC
45,48948,2011-08-15,EDSON,11.7,0.0,,AB
46,7534,2022-08-24,BUFFALO NARROWS (AUT),18.7,,98.0,SK
47,655,2019-06-17,VANDERHOOF,17.3,,,BC
48,1398,2016-03-19,CHARLIE LAKE,1.5,,,BC
49,50820,2017-10-30,WILLIAMS LAKE A,-0.5,0.0,,BC
50,10890,2015-09-17,CROWSNEST,5.2,44.0,,AB
51,8935,2014-07-19,FORT RELIANCE (AUT),11.9,0.0,,NT
52,2726,2012-08-02,HIGH LEVEL A,18.4,,,AB
53,30494,2021-10-15,TATLAYOKO LAKE RCS,7.3,57.0,93.0,BC
54,3905,2013-07-08,THOMPSON A,15.4,0.0,,MB
55,47087,2015-06-03,LA GLACE AGCM,14.0,,,AB
56,43500,2015-09-19,CALLAGHAN VALLEY,10.4,0.0,,BC
57,3879,1988-09-28,GODS LAKE NARROWS A,3.8,,,MB
58,3169,2004-05-09,CLIMAX,,,,SK
59,2538,2004-07-20,HUCKLEBERRY LO,14.8,,,AB
60,48948,2011-11-28,EDSON,-6.0,0.0,,AB
61,535,2014-09-13,OOTSA L SKINS L SPILLWAY,10.5,,,BC
62,650,2017-03-23,SPOKIN LAKE 4E,1.8,,,BC
63,1535,2006-08-16,DAWSON A,13.5,,,YT
64,536,2016-05-05,PEMBERTON AIRPORT CS,16.7,,,BC
65,53022,2019-06-22,DAWSON CITY A,18.7,,77.0,YT
66,51818,2017-10-29,CRANBROOK AIRPORT AUTO,1.1,0.0,,BC
67,52398,2018-08-23,CLEARWATER AUTO,16.7,,85.0,BC
68,3775,2017-08-15,BEAVER MINES,11.3,39.0,,AB
69,52939,2015-03-10,CHETWYND A,1.2,,,BC
70,54658,2018-07-27,CROSS LAKE JENPEG 2,19.7,,,MB
71,655,2017-08-14,VANDERHOOF,12.5,,,BC
72,1106,2021-06-07,CASTLEGAR BCHPA DAM,11.8,,,BC
73,3945,1992-08-09,RAINY RIVER-COOPER,23.5,,,ON
74,3879,1988-10-02,GODS LAKE NARROWS A,,,,MB
75,655,2009-06-07,VANDERHOOF,15.0,,,BC
76,8092,2010-04-07,PUNTZI MOUNTAIN (AUT),2.2,33.0,95.0,BC
77,47128,2017-05-18,FORT ASSINIBOINE AGCM,11.0,35.0,,AB
78,51538,2017-10-19,FORT ST JAMES AUTO,7.1,0.0,,BC
79,6834,2021-09-17,PRINCETON CS,11.8,,91.0,BC
80,8872,2006-05-23,WATERTON RED ROCK,13.7,,,AB
81,50757,2022-08-22,FORT CHIPEWYAN RCS,18.2,,98.0,AB
82,1275,2006-07-06,KAMLOOPS A,23.1,59.0,,BC
83,47075,2022-10-07,HAWK HILLS AGCM,12.2,,95.0,AB
84,50622,2019-06-23,HIGH LEVEL A,17.0,,,AB
85,47087,2010-08-22,LA GLACE AGCM,7.6,35.0,96.0,AB
86,27378,2014-05-27,BANFF CS,10.1,0.0,,AB
87,3945,1994-08-25,RAINY RIVER,18.3,,,ON
88,3945,1993-03-12,RAINY RIVER-COOPER,-15.3,,,ON
89,10932,2004-07-28,GARDEN RIVER,15.0,,,AB
90,1309,2021-08-16,100 MILE HOUSE 6NE,14.5,,,BC
91,47147,2012-10-15,LA CRETE AGCM,4.1,37.0,98.0,AB
92,47147,2021-09-13,LA CRETE AGCM,12.7,47.0,80.0,AB
93,10963,2017-06-16,CAP-ROUGE,,70.0,,QC
94,48568,2017-07-18,FREDERICTON INTL A,20.6,0.0,,NB
95,53398,2018-07-31,ISLAND LAKE A,11.2,46.0,,MB
96,54658,2018-07-10,CROSS LAKE JENPEG 2,19.7,0.0,,MB
97,3923,1990-09-06,RED LAKE A,11.3,39.0,,ON
98,5017,2010-06-20,CASTLE ROCK 6 NORTH,19.8,,,BC
99,1106,2021-05-20,CASTLEGAR BCHPA DAM,9.5,,,BC
100,1340,2015-08-07,VAVENBY,18.0,,,BC
101,48872,2021-05-14,KEY LAKE,3.6,35.0,,SK
102,3945,1996-01-29,RAINY RIVER,-24.0,,,ON
103,2632,2011-10-03,WHITECOURT A,7.4,,,AB
104,50837,2016-05-16,FORT ST. JOHN A,14.6,54.0,,BC
105,31468,2012-01-07,PEORIA AGDM,-3.6,33.0,89.0,AB
106,26893,2001-07-16,LA POCATIERE,14.2,0.0,95.0,QC
107,3775,2017-08-26,BEAVER MINES,16.9,33.0,,AB
108,31468,2012-08-21,PEORIA AGDM,17.7,0.0,,AB
109,3945,1993-02-18,RAINY RIVER-COOPER,-18.3,,,ON
110,3879,1988-09-25,GODS LAKE NARROWS A,,,,MB
111,6838,2018-08-23,CRESTON CAMPBELL SCIENTIFIC,21.1,,53.0,BC
112,596,2007-05-06,HORSEFLY LAKE GRUHS LAKE,11.8,,,BC
113,3945,1996-06-19,RAINY RIVER,16.8,,,ON
114,3853,2021-04-21,MCCREARY,6.8,40.0,75.0,MB
115,557,2004-09-14,FRASER LAKE NORTH SHORE,10.8,,,BC
116,43500,2015-08-22,CALLAGHAN VALLEY,15.0,0.0,,BC
117,3880,2013-07-12,ISLAND LAKE A,24.1,0.0,,MB
118,6838,2018-09-30,CRESTON CAMPBELL SCIENTIFIC,6.7,34.0,78.0,BC
119,53698,2018-05-16,GILLAM A,,32.0,,MB
120,1525,2004-07-04,BURWASH A,14.8,,,YT
121,10932,2004-08-02,GARDEN RIVER,15.3,,,AB
122,30494,2017-06-30,TATLAYOKO LAKE RCS,16.7,37.0,,BC
123,3950,1987-06-04,STRATTON ROMYN,,,,ON
124,10881,2015-06-21,OAKPOINT MARINE,18.7,76.0,,MB
125,3394,2006-07-14,STONY RAPIDS A,11.9,0.0,,SK
126,54658,2018-08-09,CROSS LAKE JENPEG 2,21.7,,99.0,MB
127,8872,2006-05-24,WATERTON RED ROCK,10.9,,,AB
128,3667,2014-06-29,ST LABRE,,,,MB
129,655,2006-08-23,VANDERHOOF,14.5,,,BC
130,6873,1998-05-29,COLLINS BAY CAMECO,4.3,,,SK
131,655,2009-07-12,VANDERHOOF,21.0,,,BC
132,44927,2021-07-10,LYTTON RCS,28.0,58.0,67.0,BC
133,2765,1999-06-12,PANNY LO,10.3,,,AB
134,3945,1995-08-21,RAINY RIVER,17.5,,,ON
135,8092,2010-04-24,PUNTZI MOUNTAIN (AUT),1.9,35.0,89.0,BC
136,8092,2017-09-12,PUNTZI MOUNTAIN (AUT),11.1,37.0,,BC
137,47087,2012-06-19,LA GLACE AGCM,13.8,48.0,93.0,AB
138,10663,2004-08-14,COLLINS BAY CAMECO,10.5,,,SK
139,3880,2011-09-22,ISLAND LAKE A,6.0,0.0,,MB
140,1167,2015-10-15,BAYNES LAKE KOOTENAY RIVER,,,,BC
141,3667,2014-07-25,ST LABRE,,,,MB
142,52939,2015-07-25,CHETWYND A,13.2,,,BC
143,3923,1988-07-04,RED LAKE A,25.1,0.0,,ON
144,50622,2019-06-04,HIGH LEVEL A,9.2,32.0,95.0,AB
145,655,2019-08-12,VANDERHOOF,19.5,,,BC
146,48948,2011-10-19,EDSON,6.8,0.0,,AB
147,1525,2011-08-26,BURWASH A,10.5,,,YT
148,1656,1995-08-09,FORT SIMPSON A,18.3,0.0,88.0,NT
149,48872,2021-05-09,KEY LAKE,5.7,32.0,83.0,SK
150,1586,1995-08-06,PELLY RANCH,12.0,,,YT
151,3950,1987-08-18,STRATTON ROMYN,,,,ON
152,3880,2013-06-12,ISLAND LAKE A,15.1,37.0,,MB
153,47147,2012-06-19,LA CRETE AGCM,15.1,41.0,95.0,AB
154,536,2016-07-31,PEMBERTON AIRPORT CS,20.8,,,BC
155,3880,2011-05-26,ISLAND LAKE A,8.7,0.0,,MB
156,51818,2017-08-20,CRANBROOK AIRPORT AUTO,15.5,0.0,,BC
157,47087,2015-08-27,LA GLACE AGCM,,0.0,,AB
158,31468,2012-04-16,PEORIA AGDM,0.1,0.0,94.0,AB
159,650,2017-04-09,SPOKIN LAKE 4E,3.0,,,BC
160,3945,1998-04-25,RAINY RIVER,9.8,,,ON
161,3950,1987-08-22,STRATTON ROMYN,,,,ON
162,6108,2005-06-19,LAKE ALMA,19.5,,,SK
163,47075,2022-08-21,HAWK HILLS AGCM,,,,AB
164,3945,1995-09-20,RAINY RIVER,4.5,,,ON
165,53398,2018-06-28,ISLAND LAKE A,21.7,56.0,,MB
166,26893,2001-06-30,LA POCATIERE,20.4,61.0,92.0,QC
167,1194,2021-08-09,KIMBERLEY PCC,15.5,,,BC
168,3678,2012-06-15,STONY MOUNTAIN,19.3,,,MB
169,655,2010-06-23,VANDERHOOF,17.0,,,BC
170,50777,2015-07-27,SLAVE LAKE RCS,14.7,0.0,,AB
171,10963,2017-09-18,CAP-ROUGE,15.4,63.0,,QC
172,27339,2007-10-16,MACMILLAN PASS,-6.6,0.0,,YT
173,31468,2012-05-08,PEORIA AGDM,12.5,0.0,,AB
174,47087,2012-09-07,LA GLACE AGCM,12.6,0.0,85.0,AB
175,3858,2007-04-16,FLIN FLON A,6.8,,,MB
176,2803,2006-07-24,SWEATHOUSE LO,19.8,,,AB
177,1656,1995-07-19,FORT SIMPSON A,19.0,0.0,94.0,NT
178,655,2010-06-25,VANDERHOOF,14.5,,,BC
179,3945,1997-12-27,RAINY RIVER,-10.0,,,ON
180,3945,1992-06-27,RAINY RIVER-COOPER,15.3,,,ON
181,31469,2015-07-18,FAIRVIEW AGDM,18.6,48.0,,AB
182,2538,2004-06-27,HUCKLEBERRY LO,14.5,,,AB
183,31469,2015-08-24,FAIRVIEW AGDM,11.5,0.0,,AB
184,10183,2011-07-18,RED EARTH LO,,,,AB
185,8872,2006-04-22,WATERTON RED ROCK,2.7,,,AB
186,3945,1994-10-20,RAINY RIVER,8.3,,,ON
187,655,2018-09-10,VANDERHOOF,12.0,,,BC
188,8872,2006-03-17,WATERTON RED ROCK,1.6,,,AB
189,10188,2015-08-19,SWAN RIVER RCS,15.8,0.0,,MB
190,3945,1992-06-30,RAINY RIVER-COOPER,10.5,,,ON
191,655,2019-07-29,VANDERHOOF,15.5,,,BC
192,47071,2020-09-10,EAGLESHAM AGCM,16.1,34.0,99.0,AB
193,4132,1999-07-14,SUDBURY A,21.5,56.0,86.0,ON
194,1596,2011-09-18,SHINGLE POINT A,5.1,0.0,,YT
195,1518,2009-07-28,BEAVER CREEK A,20.0,,,YT
196,1043,2003-09-12,OSOYOOS WEST,,,,BC
197,2726,2012-07-26,HIGH LEVEL A,19.9,,,AB
198,47071,2020-06-27,EAGLESHAM AGCM,13.8,32.0,96.0,AB
199,3678,2012-07-22,STONY MOUNTAIN,24.5,,,MB
200,30494,2017-10-14,TATLAYOKO LAKE RCS,5.2,43.0,,BC
201,10963,2017-10-11,CAP-ROUGE,8.9,52.0,,QC
202,655,2018-02-14,VANDERHOOF,-3.0,,,BC
203,3641,2012-08-24,OAKBANK,,,,MB
204,1674,2022-07-06,WHATI,16.9,,94.0,NT
205,3945,1993-11-10,RAINY RIVER,-7.0,,,ON
206,2778,1998-07-09,PETITOT LO,17.5,,,AB
207,1586,2011-09-15,PELLY RANCH,7.5,,,YT
208,52939,2015-06-10,CHETWYND A,14.4,,,BC
209,47147,2021-11-08,LA CRETE AGCM,-6.2,,98.0,AB
210,7534,2022-09-05,BUFFALO NARROWS (AUT),18.0,,79.0,SK
211,617,2017-11-26,MCLEESE LAKE GRANITE MT,,,,BC
212,655,2010-04-17,VANDERHOOF,10.3,,,BC
213,8872,2006-05-03,WATERTON RED ROCK,1.3,,,AB
214,1525,2011-08-15,BURWASH A,10.3,,,YT
215,29555,2001-07-14,WASKWATIM LAKE,20.9,,,MB
216,47147,2012-09-07,LA CRETE AGCM,13.9,43.0,81.0,AB
217,4132,1999-06-01,SUDBURY A,12.0,37.0,99.0,ON
218,27378,2014-05-23,BANFF CS,13.6,43.0,,AB
219,3945,1995-11-07,RAINY RIVER,-3.0,,,ON
220,655,2018-10-23,VANDERHOOF,5.3,,,BC
221,1255,2009-07-08,CLINTON (AUT),12.3,0.0,93.0,BC
222,3945,1998-02-28,RAINY RIVER,1.8,,,ON
223,1091,2015-05-14,MIDWAY,13.3,,,BC
224,3945,1997-04-10,RAINY RIVER,-7.0,,,ON
225,52939,2015-09-01,CHETWYND A,9.0,,,BC
226,650,2018-04-02,SPOKIN LAKE 4E,-7.0,,,BC
227,2592,2003-09-30,ROUND HILL LO,,,,AB
228,4132,2002-07-08,SUDBURY A,20.2,32.0,93.0,ON
229,53358,2022-06-05,ISLAND LAKE SOUTH,15.9,48.0,54.0,AB
230,30494,2021-07-15,TATLAYOKO LAKE RCS,15.1,37.0,95.0,BC
231,48872,2021-05-04,KEY LAKE,-4.3,,95.0,SK
232,51538,2017-10-13,FORT ST JAMES AUTO,2.1,33.0,,BC
233,1518,2004-07-17,BEAVER CREEK A,16.5,,,YT
234,50777,2015-11-05,SLAVE LAKE RCS,0.8,0.0,,AB
235,1309,2021-08-03,100 MILE HOUSE 6NE,19.5,,,BC
236,3867,1998-06-06,NORWAY HOUSE FORESTRY,12.0,,,MB
237,3858,2007-05-09,FLIN FLON A,12.8,,,MB
238,1535,2011-07-03,DAWSON CREEK A,14.0,54.0,,BC
239,1525,2011-07-14,BURWASH A,,,,YT
240,10963,2017-06-22,CAP-ROUGE,,54.0,,QC
241,1106,2021-08-06,CASTLEGAR BCHPA DAM,23.5,,,BC
242,655,2018-04-17,VANDERHOOF,5.0,,,BC
243,3945,1996-08-06,RAINY RIVER,22.8,,,ON
244,3853,2021-06-06,MCCREARY,19.8,64.0,62.0,MB
245,51538,2021-09-29,FORT ST JAMES AUTO,7.8,,93.0,BC
246,44343,2014-06-07,MINE CENTRE SOUTHWEST,15.0,,,ON
247,1525,2011-09-04,BURWASH A,4.5,,,YT
248,3945,1993-12-06,RAINY RIVER,-7.8,,,ON
249,47071,2020-10-04,EAGLESHAM AGCM,13.9,47.0,68.0,AB
250,4132,2002-09-14,SUDBURY A,16.0,56.0,96.0,ON
251,1613,2013-06-05,TUCHITUA,4.8,,,YT
252,6843,2018-05-09,SALMON ARM CS,13.5,0.0,,BC
253,1398,2016-04-26,CHARLIE LAKE,6.5,,,BC
254,1106,2017-08-30,CASTLEGAR BCHPA DAM,21.3,,,BC
255,1194,2021-10-06,KIMBERLEY PCC,10.3,,,BC
256,1525,2004-09-17,BURWASH A,-0.8,,,YT
257,3867,1998-06-21,NORWAY HOUSE FORESTRY,11.5,,,MB
258,3667,2014-08-02,ST LABRE,,,,MB
259,41884,2013-07-17,FORT SMITH CLIMATE,12.8,0.0,90.0,NT
260,1656,1995-09-23,FORT SIMPSON A,19.3,0.0,70.0,NT
261,47071,2020-09-23,EAGLESHAM AGCM,11.7,,96.0,AB
262,51798,2014-09-17,WASECA RCS,11.0,0.0,,SK
263,48872,2021-06-11,KEY LAKE,11.4,48.0,,SK
264,2803,2006-08-01,SWEATHOUSE LO,14.0,,,AB
265,52758,2017-06-15,GILLAM A,6.7,41.0,,MB
266,31469,2015-07-24,FAIRVIEW AGDM,15.2,41.0,,AB
267,655,2009-06-03,VANDERHOOF,16.6,,,BC
268,7633,2005-07-10,NAGAGAMI (AUT),27.1,,,ON
269,48948,2011-09-01,EDSON,7.8,0.0,,AB
270,10663,2004-09-04,COLLINS BAY CAMECO,10.3,,,SK
271,655,2010-03-31,VANDERHOOF,3.8,,,BC
272,3945,1997-01-25,RAINY RIVER,-28.0,,,ON
273,655,2009-08-09,VANDERHOOF,15.0,,,BC
274,3879,1988-09-04,GODS LAKE NARROWS A,,,,MB
275,51538,2021-10-26,FORT ST JAMES AUTO,7.2,36.0,96.0,BC
276,7534,2018-06-26,BUFFALO NARROWS (AUT),14.2,48.0,,SK
277,4132,2002-09-09,SUDBURY A,24.1,39.0,93.0,ON
278,48948,2011-09-11,EDSON,8.4,0.0,,AB
279,8092,2017-10-28,PUNTZI MOUNTAIN (AUT),6.5,0.0,,BC
280,8092,2017-09-21,PUNTZI MOUNTAIN (AUT),7.5,0.0,,BC
281,3742,1989-06-13,GREAT FALLS,14.3,,,MB
282,3905,2013-06-23,THOMPSON A,18.4,0.0,,MB
283,8092,2010-07-11,PUNTZI MOUNTAIN (AUT),20.5,50.0,82.0,BC
284,3742,1989-08-01,GREAT FALLS,27.0,,,MB
285,1309,2021-07-13,100 MILE HOUSE 6NE,19.0,,,BC
286,6843,2018-05-13,SALMON ARM CS,17.5,0.0,,BC
287,53698,2018-07-03,GILLAM A,,0.0,,MB
288,1518,2004-08-04,BEAVER CREEK A,13.3,,,YT
289,10932,2004-11-16,GARDEN RIVER,-1.2,,,AB
290,3905,2013-07-14,THOMPSON A,16.1,0.0,86.0,MB
291,47128,2017-07-04,FORT ASSINIBOINE AGCM,14.4,33.0,,AB
292,3945,1993-09-06,RAINY RIVER,11.3,,,ON
293,3858,2007-04-14,FLIN FLON A,4.8,,,MB
294,2632,2011-06-23,WHITECOURT A,19.0,,,AB
295,1043,2003-07-20,OSOYOOS WEST,23.3,,,BC
296,1518,2004-09-29,BEAVER CREEK A,-3.0,,,YT
297,47128,2017-02-18,FORT ASSINIBOINE AGCM,-2.0,32.0,,AB
298,44343,2014-06-22,MINE CENTRE SOUTHWEST,18.3,,,ON
299,3945,1993-11-04,RAINY RIVER,-1.5,,,ON
300,1255,2009-07-11,CLINTON (AUT),18.7,0.0,72.0,BC
301,1115,2021-10-11,DUNCAN LAKE DAM,5.3,,,BC
302,44927,2015-04-09,LYTTON RCS,11.3,35.0,,BC
303,47128,2017-05-28,FORT ASSINIBOINE AGCM,14.8,0.0,,AB
304,4236,2015-05-28,BROCKVILLE PCC,19.3,,,ON
305,2632,2011-08-21,WHITECOURT A,19.6,,,AB
306,8092,2010-03-19,PUNTZI MOUNTAIN (AUT),0.4,0.0,94.0,BC
307,50622,2019-06-17,HIGH LEVEL A,21.3,,,AB
308,53027,2022-07-21,TESLIN A,9.8,,97.0,YT
309,1091,2015-08-16,MIDWAY,18.0,,,BC
310,4236,2015-07-29,BROCKVILLE PCC,24.5,,,ON
311,3945,1993-06-03,RAINY RIVER-COOPER,10.8,,,ON
312,536,2016-07-03,PEMBERTON AIRPORT CS,17.7,,,BC
313,3945,1992-09-09,RAINY RIVER-COOPER,9.8,,,ON
314,52758,2017-07-24,GILLAM A,18.9,32.0,,MB
315,3775,2017-07-21,BEAVER MINES,14.7,54.0,,AB
316,3394,2006-11-03,STONY RAPIDS A,-17.7,0.0,,SK
317,3945,1992-03-03,RAINY RIVER-COOPER,0.5,,,ON
318,655,2009-05-01,VANDERHOOF,8.3,,,BC
319,31469,2015-09-11,FAIRVIEW AGDM,18.5,57.0,,AB
320,27339,2007-10-20,MACMILLAN PASS,-10.0,0.0,92.0,YT
321,10881,2008-09-07,OAKPOINT MARINE,9.8,44.0,,MB
322,47071,2020-07-10,EAGLESHAM AGCM,16.2,38.0,99.0,AB
323,6838,2018-07-23,CRESTON CAMPBELL SCIENTIFIC,22.9,,60.0,BC
324,10760,2005-08-17,LITTLE CHICAGO,8.7,,,NT
325,655,2006-10-24,VANDERHOOF,5.3,,,BC
326,51538,2021-09-15,FORT ST JAMES AUTO,10.1,37.0,69.0,BC
327,1572,2001-06-13,MAYO A,17.1,,92.0,YT
328,1535,2006-08-11,DAWSON A,14.5,,,YT
329,3950,1987-07-04,STRATTON ROMYN,,,,ON
330,3853,2021-07-05,MCCREARY,,,,MB
331,27378,2014-09-11,BANFF CS,0.0,0.0,,AB
332,3945,1997-11-03,RAINY RIVER,-2.5,,,ON
333,1518,2004-09-23,BEAVER CREEK A,4.3,,,YT
334,4132,2002-07-09,SUDBURY A,17.8,35.0,96.0,ON
335,2765,1999-07-04,PANNY LO,13.3,,,AB
336,1665,1995-08-10,HAY RIVER PARADISE GDNS,13.5,,,NT
337,1535,2011-07-22,DAWSON CREEK A,13.8,0.0,,BC
338,8214,2018-10-09,BLUE RIVER CS,8.1,39.0,,BC
339,48568,2017-08-08,FREDERICTON INTL A,14.1,0.0,,NB
340,47147,2021-06-18,LA CRETE AGCM,14.1,34.0,98.0,AB
341,3945,1993-02-08,RAINY RIVER-COOPER,-14.0,,,ON
342,54338,2021-09-17,BELLA COOLA AIRPORT,9.4,,98.0,BC
343,10890,2015-09-26,CROWSNEST,11.8,63.0,,AB
344,10963,2017-09-01,CAP-ROUGE,,57.0,,QC
345,10932,2005-01-13,GARDEN RIVER,-31.1,,,AB
346,776,2018-08-19,HANEY UBC RF ADMIN,18.8,,,BC
347,3905,2013-09-08,THOMPSON A,14.0,44.0,84.0,MB
348,1656,1995-08-02,FORT SIMPSON A,17.3,0.0,97.0,NT
349,1525,2011-09-12,BURWASH A,6.0,,,YT
350,596,2007-04-20,HORSEFLY LAKE GRUHS LAKE,6.8,,,BC
351,30494,2021-06-25,TATLAYOKO LAKE RCS,20.4,,92.0,BC
352,3945,1993-07-25,RAINY RIVER-COOPER,21.3,,,ON
353,3945,1993-07-10,RAINY RIVER-COOPER,18.0,,,ON
354,541,2006-09-22,PUNTCHESAKUT LAKE,7.0,,,BC
355,47087,2015-06-18,LA GLACE AGCM,,0.0,,AB
356,3950,1987-09-05,STRATTON ROMYN,,,,ON
357,6811,2018-10-07,SHERINGHAM POINT,,,,BC
358,1091,2015-08-21,MIDWAY,16.5,,,BC
359,3905,2013-08-05,THOMPSON A,13.8,0.0,,MB
360,54658,2018-07-17,CROSS LAKE JENPEG 2,17.2,,,MB
361,3923,1990-08-18,RED LAKE A,13.5,33.0,,ON
362,8092,2017-04-07,PUNTZI MOUNTAIN (AUT),-1.8,0.0,,BC
363,52419,2021-08-26,RED LAKE A,11.6,,96.0,ON
364,3945,1994-08-03,RAINY RIVER,20.3,,,ON
365,3678,2012-08-29,STONY MOUNTAIN,25.0,,,MB
366,1091,2015-08-07,MIDWAY,18.5,,,BC
367,3923,1990-10-09,RED LAKE A,4.2,0.0,,ON
368,47087,2012-06-05,LA GLACE AGCM,13.7,52.0,95.0,AB
369,3945,1992-06-09,RAINY RIVER-COOPER,15.0,,,ON
370,266,2017-10-23,PORT ALBERNI COX LAKE,9.8,,,BC
371,655,2010-02-22,VANDERHOOF,-4.0,,,BC
372,7633,2005-09-20,NAGAGAMI (AUT),11.2,,,ON
373,3394,2006-11-21,STONY RAPIDS A,-16.8,0.0,,SK
374,2726,2012-08-24,HIGH LEVEL A,11.7,,,AB
375,655,2018-08-05,VANDERHOOF,19.5,,,BC
376,3667,2014-08-25,ST LABRE,,,,MB
377,7290,2020-07-03,GRAND RAPIDS (AUT),21.1,31.0,94.0,MB
378,1656,1995-07-06,FORT SIMPSON A,16.1,0.0,78.0,NT
379,31469,2015-07-14,FAIRVIEW AGDM,17.0,46.0,,AB
380,50622,2019-08-12,HIGH LEVEL A,13.8,,,AB
381,3880,2011-08-13,ISLAND LAKE A,19.5,0.0,,MB
382,650,2018-07-21,SPOKIN LAKE 4E,9.5,,,BC
383,1596,2011-07-17,SHINGLE POINT A,13.0,33.0,,YT
384,1167,2015-07-30,BAYNES LAKE KOOTENAY RIVER,21.5,,,BC
385,655,2006-09-24,VANDERHOOF,13.0,,,BC
386,1106,2017-08-04,CASTLEGAR BCHPA DAM,25.0,,,BC
387,29371,2008-07-12,LA RONGE RCS,17.3,44.0,94.0,SK
388,47147,2012-06-05,LA CRETE AGCM,13.1,41.0,95.0,AB
389,10932,2005-02-22,GARDEN RIVER,-11.9,,,AB
390,596,2007-06-17,HORSEFLY LAKE GRUHS LAKE,12.8,,,BC
391,8092,2017-04-20,PUNTZI MOUNTAIN (AUT),4.1,32.0,,BC
392,3950,1987-08-29,STRATTON ROMYN,,,,ON
393,50820,2017-09-28,WILLIAMS LAKE A,15.5,61.0,,BC
394,1518,2004-12-09,BEAVER CREEK A,-33.3,,,YT
395,48948,2011-10-29,EDSON,2.0,0.0,,AB
396,3945,1993-12-20,RAINY RIVER,-13.0,,,ON
397,8092,2017-06-09,PUNTZI MOUNTAIN (AUT),8.5,37.0,,BC
398,41884,2013-06-06,FORT SMITH CLIMATE,14.3,32.0,91.0,NT
399,4132,2002-09-10,SUDBURY A,19.2,63.0,97.0,ON
400,52602,2022-10-11,FORT GOOD HOPE A,-3.5,34.0,95.0,NT
401,50622,2019-07-29,HIGH LEVEL A,14.8,,,AB
402,47087,2010-07-04,LA GLACE AGCM,13.2,0.0,,AB
403,49628,2018-05-08,DEASE LAKE A,9.6,0.0,,BC
404,47087,2010-09-05,LA GLACE AGCM,7.1,35.0,95.0,AB
405,4236,2015-07-19,BROCKVILLE PCC,24.0,,,ON
406,3394,2006-09-21,STONY RAPIDS A,8.6,0.0,,SK
407,1115,2021-07-30,DUNCAN LAKE DAM,23.5,,,BC
408,30494,2021-09-28,TATLAYOKO LAKE RCS,7.2,45.0,95.0,BC
409,3945,1994-04-24,RAINY RIVER,4.8,,,ON
