x,y,MAX_REL_HUMIDITY,LOCAL_DATE,STATION_NAME,SPEED_MAX_GUST,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,PROVINCE_CODE
-98.03027777777778,54.539722222222224,87,2019-01-01 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,96,2019-01-02 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,,2019-01-03 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,99,2019-01-04 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,93,2019-01-05 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,97,2019-01-06 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,,2019-01-07 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,94,2019-01-08 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,86,2019-01-09 00:00:00,CROSS LAKE JENPEG 2,,,5060622,MB
-98.03027777777778,54.539722222222224,82,2019-04-10 00:00:00,CROSS LAKE JENPEG 2,,1.2,5060622,MB
-98.03027777777778,54.539722222222224,65,2019-04-11 00:00:00,CROSS LAKE JENPEG 2,,0.5,5060622,MB
-98.03027777777778,54.539722222222224,85,2019-04-12 00:00:00,CROSS LAKE JENPEG 2,,2.9,5060622,MB
-98.03027777777778,54.539722222222224,86,2019-04-13 00:00:00,CROSS LAKE JENPEG 2,,3.3,5060622,MB
-98.03027777777778,54.539722222222224,84,2019-04-14 00:00:00,CROSS LAKE JENPEG 2,,5.3,5060622,MB
-98.03027777777778,54.539722222222224,100,2019-04-15 00:00:00,CROSS LAKE JENPEG 2,,4.5,5060622,MB
-98.03027777777778,54.539722222222224,100,2019-04-16 00:00:00,CROSS LAKE JENPEG 2,,6.9,5060622,MB
-98.03027777777778,54.539722222222224,97,2019-04-17 00:00:00,CROSS LAKE JENPEG 2,,7.9,5060622,MB
-98.03027777777778,54.539722222222224,98,2019-04-18 00:00:00,CROSS LAKE JENPEG 2,,9.8,5060622,MB
-98.03027777777778,54.539722222222224,,2019-04-19 00:00:00,CROSS LAKE JENPEG 2,,8.3,5060622,MB
-98.03027777777778,54.539722222222224,97,2019-07-19 00:00:00,CROSS LAKE JENPEG 2,,20.1,5060622,MB
-98.03027777777778,54.539722222222224,89,2019-07-20 00:00:00,CROSS LAKE JENPEG 2,,19.9,5060622,MB
-98.03027777777778,54.539722222222224,85,2019-07-21 00:00:00,CROSS LAKE JENPEG 2,,21.7,5060622,MB
-98.03027777777778,54.539722222222224,78,2019-07-22 00:00:00,CROSS LAKE JENPEG 2,,26.2,5060622,MB
-98.03027777777778,54.539722222222224,80,2019-07-23 00:00:00,CROSS LAKE JENPEG 2,,28.2,5060622,MB
-98.03027777777778,54.539722222222224,88,2019-07-24 00:00:00,CROSS LAKE JENPEG 2,,27.5,5060622,MB
-98.03027777777778,54.539722222222224,97,2019-07-25 00:00:00,CROSS LAKE JENPEG 2,,25.6,5060622,MB
-98.03027777777778,54.539722222222224,95,2019-07-26 00:00:00,CROSS LAKE JENPEG 2,,19.9,5060622,MB
-98.03027777777778,54.539722222222224,99,2019-07-27 00:00:00,CROSS LAKE JENPEG 2,,24.5,5060622,MB
-98.03027777777778,54.539722222222224,96,2019-07-28 00:00:00,CROSS LAKE JENPEG 2,,22.2,5060622,MB
-98.03027777777778,54.539722222222224,100,2019-10-27 00:00:00,CROSS LAKE JENPEG 2,,-0.1,5060622,MB
-98.03027777777778,54.539722222222224,95,2019-10-28 00:00:00,CROSS LAKE JENPEG 2,,-2.4,5060622,MB
-98.03027777777778,54.539722222222224,94,2019-10-29 00:00:00,CROSS LAKE JENPEG 2,,-3.5,5060622,MB
-98.03027777777778,54.539722222222224,96,2019-10-30 00:00:00,CROSS LAKE JENPEG 2,,-2.3,5060622,MB
-98.03027777777778,54.539722222222224,96,2019-10-31 00:00:00,CROSS LAKE JENPEG 2,,-0.2,5060622,MB
-98.03027777777778,54.539722222222224,99,2019-11-01 00:00:00,CROSS LAKE JENPEG 2,,-1.2,5060622,MB
-98.03027777777778,54.539722222222224,99,2019-11-02 00:00:00,CROSS LAKE JENPEG 2,,0,5060622,MB
-98.03027777777778,54.539722222222224,98,2019-11-03 00:00:00,CROSS LAKE JENPEG 2,,-3.5,5060622,MB
-98.03027777777778,54.539722222222224,86,2019-11-04 00:00:00,CROSS LAKE JENPEG 2,,-8.9,5060622,MB
