x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,MEAN_TEMPERATURE,PROVINCE_CODE,STATION_NAME,MAX_REL_HUMIDITY,LOCAL_DATE
-63.08305555555555,46.41638888888889,8300590,,1,PE,STANHOPE,,1987-04-09 00:00:00
-63.08305555555555,46.41638888888889,8300590,,2.3,PE,STANHOPE,,1987-04-10 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3,PE,STANHOPE,,1987-04-11 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3,PE,STANHOPE,,1987-04-12 00:00:00
-63.08305555555555,46.41638888888889,8300590,,-0.5,PE,STANHOPE,,1987-04-13 00:00:00
-63.08305555555555,46.41638888888889,8300590,,-1,PE,STANHOPE,,1987-04-14 00:00:00
-63.08305555555555,46.41638888888889,8300590,,0.3,PE,STANHOPE,,1987-04-15 00:00:00
-63.08305555555555,46.41638888888889,8300590,,2.5,PE,STANHOPE,,1987-04-16 00:00:00
-63.08305555555555,46.41638888888889,8300590,,6.3,PE,STANHOPE,,1987-04-17 00:00:00
-63.08305555555555,46.41638888888889,8300590,,13.3,PE,STANHOPE,,1987-04-18 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.5,PE,STANHOPE,,1987-04-19 00:00:00
-63.08305555555555,46.41638888888889,8300590,,7.8,PE,STANHOPE,,1987-04-20 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14.5,PE,STANHOPE,,1987-04-21 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3,PE,STANHOPE,,1987-04-22 00:00:00
-63.08305555555555,46.41638888888889,8300590,,6.8,PE,STANHOPE,,1987-04-23 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5.8,PE,STANHOPE,,1987-04-24 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3.3,PE,STANHOPE,,1987-04-25 00:00:00
-63.08305555555555,46.41638888888889,8300590,,1.8,PE,STANHOPE,,1987-04-26 00:00:00
-63.08305555555555,46.41638888888889,8300590,,-0.8,PE,STANHOPE,,1987-04-27 00:00:00
-63.08305555555555,46.41638888888889,8300590,,2.8,PE,STANHOPE,,1987-04-28 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3.5,PE,STANHOPE,,1987-04-29 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3,PE,STANHOPE,,1987-04-30 00:00:00
-63.08305555555555,46.41638888888889,8300590,,6.5,PE,STANHOPE,,1987-05-01 00:00:00
-63.08305555555555,46.41638888888889,8300590,,6,PE,STANHOPE,,1987-05-02 00:00:00
-63.08305555555555,46.41638888888889,8300590,,2.3,PE,STANHOPE,,1987-05-03 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5,PE,STANHOPE,,1987-05-04 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5.3,PE,STANHOPE,,1987-05-05 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.8,PE,STANHOPE,,1987-05-06 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.3,PE,STANHOPE,,1987-05-07 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5.5,PE,STANHOPE,,1987-05-08 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.5,PE,STANHOPE,,1987-05-09 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.5,PE,STANHOPE,,1987-05-10 00:00:00
-63.08305555555555,46.41638888888889,8300590,,7.3,PE,STANHOPE,,1987-05-11 00:00:00
-63.08305555555555,46.41638888888889,8300590,,13.8,PE,STANHOPE,,1987-05-12 00:00:00
-63.08305555555555,46.41638888888889,8300590,,9.8,PE,STANHOPE,,1987-05-13 00:00:00
-63.08305555555555,46.41638888888889,8300590,,13.8,PE,STANHOPE,,1987-05-14 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.8,PE,STANHOPE,,1987-05-15 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5.5,PE,STANHOPE,,1987-05-16 00:00:00
-63.08305555555555,46.41638888888889,8300590,,7.3,PE,STANHOPE,,1987-05-17 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5.3,PE,STANHOPE,,1987-05-18 00:00:00
-63.08305555555555,46.41638888888889,8300590,,3.3,PE,STANHOPE,,1987-05-19 00:00:00
-63.08305555555555,46.41638888888889,8300590,,7.9,PE,STANHOPE,,1987-05-20 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14.8,PE,STANHOPE,,1987-05-21 00:00:00
-63.08305555555555,46.41638888888889,8300590,,16.8,PE,STANHOPE,,1987-05-22 00:00:00
-63.08305555555555,46.41638888888889,8300590,,6.8,PE,STANHOPE,,1987-05-23 00:00:00
-63.08305555555555,46.41638888888889,8300590,,5,PE,STANHOPE,,1987-05-24 00:00:00
-63.08305555555555,46.41638888888889,8300590,,10.3,PE,STANHOPE,,1987-05-25 00:00:00
-63.08305555555555,46.41638888888889,8300590,,8.8,PE,STANHOPE,,1987-05-26 00:00:00
-63.08305555555555,46.41638888888889,8300590,,10.8,PE,STANHOPE,,1987-05-27 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.5,PE,STANHOPE,,1987-05-28 00:00:00
-63.08305555555555,46.41638888888889,8300590,,9.3,PE,STANHOPE,,1987-05-29 00:00:00
-63.08305555555555,46.41638888888889,8300590,,9.5,PE,STANHOPE,,1987-05-30 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14,PE,STANHOPE,,1987-05-31 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.3,PE,STANHOPE,,1987-06-01 00:00:00
-63.08305555555555,46.41638888888889,8300590,,9.3,PE,STANHOPE,,1987-06-02 00:00:00
-63.08305555555555,46.41638888888889,8300590,,7.5,PE,STANHOPE,,1987-06-03 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14.8,PE,STANHOPE,,1987-06-04 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.8,PE,STANHOPE,,1987-06-05 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.5,PE,STANHOPE,,1987-06-06 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.3,PE,STANHOPE,,1987-06-07 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14.5,PE,STANHOPE,,1987-06-08 00:00:00
-63.08305555555555,46.41638888888889,8300590,,11.5,PE,STANHOPE,,1987-06-09 00:00:00
-63.08305555555555,46.41638888888889,8300590,,10.3,PE,STANHOPE,,1987-06-10 00:00:00
-63.08305555555555,46.41638888888889,8300590,,13.3,PE,STANHOPE,,1987-06-11 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.8,PE,STANHOPE,,1987-06-12 00:00:00
-63.08305555555555,46.41638888888889,8300590,,14.3,PE,STANHOPE,,1987-06-13 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.3,PE,STANHOPE,,1987-06-14 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.5,PE,STANHOPE,,1987-06-15 00:00:00
-63.08305555555555,46.41638888888889,8300590,,13.8,PE,STANHOPE,,1987-06-16 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12,PE,STANHOPE,,1987-06-17 00:00:00
-63.08305555555555,46.41638888888889,8300590,,12.8,PE,STANHOPE,,1987-06-18 00:00:00
-63.08305555555555,46.41638888888889,8300590,,16,PE,STANHOPE,,1987-06-19 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.3,PE,STANHOPE,,1987-06-20 00:00:00
-63.08305555555555,46.41638888888889,8300590,,15.3,PE,STANHOPE,,1987-06-21 00:00:00
