Longitude,Latitude,MAX_REL_HUMIDITY,Climate ID,Date,MEAN_TEMPERATURE,Name,Province,SPEED_MAX_GUST,Station ID
-110.61472222222224,64.69888888888889,,220N001,2006-06-05 00:00:00,2.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2004-09-29 00:00:00,-1.5,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,1998-03-16 00:00:00,-26.0,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2004-11-29 00:00:00,-37.0,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,1999-08-29 00:00:00,7.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2008-09-01 00:00:00,5.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2015-06-28 00:00:00,18.0,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2015-06-25 00:00:00,15.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2007-07-30 00:00:00,16.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2000-02-23 00:00:00,-22.5,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2003-01-22 00:00:00,-34.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2002-08-11 00:00:00,7.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2000-03-01 00:00:00,-22.0,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2016-01-06 00:00:00,-26.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2013-10-22 00:00:00,-0.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2004-04-04 00:00:00,-13.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2012-12-03 00:00:00,-27.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2013-02-26 00:00:00,-29.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2000-05-19 00:00:00,-4.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2001-03-01 00:00:00,-21.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2016-03-07 00:00:00,-30.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2002-04-14 00:00:00,-21.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2005-02-27 00:00:00,-29.5,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,1999-06-29 00:00:00,7.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2004-06-26 00:00:00,17.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2006-09-18 00:00:00,6.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2003-04-06 00:00:00,-10.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2001-03-29 00:00:00,-14.5,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2004-09-08 00:00:00,0.0,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2002-11-12 00:00:00,-20.8,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2014-08-15 00:00:00,11.3,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2006-06-10 00:00:00,12.5,EKATI A,NT,,2087
-110.61472222222224,64.69888888888889,,220N001,2013-10-03 00:00:00,-0.5,EKATI A,NT,,2087
