Longitude,Latitude,Province,Climate ID,SPEED_MAX_GUST,MAX_REL_HUMIDITY,Name,MEAN_TEMPERATURE,Date,Station ID
-114.76916805555555,54.41027916666667,AB,3062660,,,FORT ASSINIBOINE AGCM,,2008-06-05 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,94.0,FORT ASSINIBOINE AGCM,12.7,2008-06-06 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,95.0,FORT ASSINIBOINE AGCM,14.2,2008-06-07 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,94.0,FORT ASSINIBOINE AGCM,10.8,2008-06-08 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,97.0,FORT ASSINIBOINE AGCM,10.5,2008-06-09 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,97.0,FORT ASSINIBOINE AGCM,11.8,2008-06-10 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,,FORT ASSINIBOINE AGCM,12.8,2008-06-11 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,,FORT ASSINIBOINE AGCM,13.2,2008-06-12 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,97.0,FORT ASSINIBOINE AGCM,12.4,2008-06-13 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,88.0,FORT ASSINIBOINE AGCM,12.2,2008-06-14 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,95.0,FORT ASSINIBOINE AGCM,11.8,2008-06-15 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,,FORT ASSINIBOINE AGCM,,2008-06-16 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,90.0,FORT ASSINIBOINE AGCM,11.9,2008-06-17 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,,FORT ASSINIBOINE AGCM,11.3,2008-06-18 00:00:00,3383
-114.76916805555555,54.41027916666667,AB,3062660,,94.0,FORT ASSINIBOINE AGCM,14.3,2008-06-19 00:00:00,3383
