x,y,STATION_NAME,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,LOCAL_DATE
-105.6,57.25,KEY LAKE,SK,4063753,,0,,2011-09-19 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,,0,,2011-09-20 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,,,,2011-09-21 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,14.1,39,79,2011-09-22 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,12,39,80,2011-09-23 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,13.4,0,95,2011-09-24 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,12.4,46,99,2011-09-25 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,13.2,43,92,2011-09-26 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,9.6,50,96,2011-09-27 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,7.6,37,,2011-09-28 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,7.8,0,91,2011-09-29 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,11.8,46,71,2011-09-30 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,9.6,52,68,2011-10-01 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,2.8,0,94,2011-10-02 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,4.3,32,92,2011-10-03 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,6.5,54,95,2011-10-04 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,10.2,37,97,2011-10-05 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,8.1,0,97,2011-10-06 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,6.6,41,99,2011-10-07 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,3,46,99,2011-10-08 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,3.6,41,98,2011-10-09 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,5.8,0,100,2011-10-10 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,1.4,32,100,2011-10-11 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.4,0,100,2011-10-12 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.3,0,100,2011-10-13 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.7,0,98,2011-10-14 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0,37,95,2011-10-15 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-0.5,32,93,2011-10-16 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-4.3,0,95,2011-10-17 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,2.2,32,96,2011-10-18 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,8,37,74,2011-10-19 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,6.1,0,85,2011-10-20 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-2.3,0,99,2011-10-21 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-4.1,0,96,2011-10-22 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-1.4,0,100,2011-10-23 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.3,0,100,2011-10-24 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.8,0,100,2011-10-25 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,0.9,41,99,2011-10-26 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,2.8,41,91,2011-10-27 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-1.4,33,96,2011-10-28 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-0.9,0,99,2011-10-29 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-0.4,41,100,2011-10-30 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,1.7,0,94,2011-10-31 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-3.3,44,96,2011-11-01 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-2.7,0,96,2011-11-02 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-3.1,35,95,2011-11-03 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-5.9,32,89,2011-11-04 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-7.2,0,91,2011-11-05 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-9.9,0,95,2011-11-06 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-6.2,0,89,2011-11-07 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-4,0,96,2011-11-08 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-10.8,32,95,2011-11-09 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-8,33,96,2011-11-10 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-4.9,0,96,2011-11-11 00:00:00
-105.6,57.25,KEY LAKE,SK,4063753,-6.4,0,95,2011-11-12 00:00:00
