x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,PROVINCE_CODE,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,MEAN_TEMPERATURE
-135.06883333333334,60.7095,2101300,50,YT,1987-04-09 00:00:00,WHITEHORSE A,87,1.6
-135.06883333333334,60.7095,2101300,33,YT,1987-04-10 00:00:00,WHITEHORSE A,93,2.3
-135.06883333333334,60.7095,2101300,0,YT,1987-04-11 00:00:00,WHITEHORSE A,79,-0.9
-135.06883333333334,60.7095,2101300,0,YT,1987-04-12 00:00:00,WHITEHORSE A,86,-0.3
-135.06883333333334,60.7095,2101300,50,YT,1987-04-13 00:00:00,WHITEHORSE A,81,3.6
-135.06883333333334,60.7095,2101300,50,YT,1987-04-14 00:00:00,WHITEHORSE A,86,3.4
-135.06883333333334,60.7095,2101300,52,YT,1987-04-15 00:00:00,WHITEHORSE A,64,2.1
-135.06883333333334,60.7095,2101300,54,YT,1987-04-16 00:00:00,WHITEHORSE A,86,1.5
-135.06883333333334,60.7095,2101300,43,YT,1987-04-17 00:00:00,WHITEHORSE A,63,-1.4
-135.06883333333334,60.7095,2101300,41,YT,1987-04-18 00:00:00,WHITEHORSE A,73,-1.9
-135.06883333333334,60.7095,2101300,54,YT,1987-04-19 00:00:00,WHITEHORSE A,74,-0.5
-135.06883333333334,60.7095,2101300,37,YT,1987-04-20 00:00:00,WHITEHORSE A,74,1.2
-135.06883333333334,60.7095,2101300,37,YT,1987-04-21 00:00:00,WHITEHORSE A,74,2.4
-135.06883333333334,60.7095,2101300,39,YT,1987-04-22 00:00:00,WHITEHORSE A,69,2.7
-135.06883333333334,60.7095,2101300,31,YT,1987-04-23 00:00:00,WHITEHORSE A,74,1.5
-135.06883333333334,60.7095,2101300,39,YT,1987-04-24 00:00:00,WHITEHORSE A,74,1.9
-135.06883333333334,60.7095,2101300,39,YT,1987-04-25 00:00:00,WHITEHORSE A,73,0.4
-135.06883333333334,60.7095,2101300,43,YT,1987-04-26 00:00:00,WHITEHORSE A,93,3
-135.06883333333334,60.7095,2101300,0,YT,1987-04-27 00:00:00,WHITEHORSE A,100,2.6
-135.06883333333334,60.7095,2101300,44,YT,1987-04-28 00:00:00,WHITEHORSE A,93,1.8
-135.06883333333334,60.7095,2101300,59,YT,1987-04-29 00:00:00,WHITEHORSE A,93,5
-135.06883333333334,60.7095,2101300,0,YT,1987-04-30 00:00:00,WHITEHORSE A,80,6.2
-135.06883333333334,60.7095,2101300,31,YT,1987-05-01 00:00:00,WHITEHORSE A,80,6
-135.06883333333334,60.7095,2101300,43,YT,1987-05-02 00:00:00,WHITEHORSE A,70,6.5
-135.06883333333334,60.7095,2101300,41,YT,1987-05-03 00:00:00,WHITEHORSE A,69,4.5
-135.06883333333334,60.7095,2101300,56,YT,1987-05-04 00:00:00,WHITEHORSE A,75,5.5
-135.06883333333334,60.7095,2101300,41,YT,1987-05-05 00:00:00,WHITEHORSE A,69,5.3
-135.06883333333334,60.7095,2101300,50,YT,1987-05-06 00:00:00,WHITEHORSE A,87,3.8
-135.06883333333334,60.7095,2101300,48,YT,1987-05-07 00:00:00,WHITEHORSE A,69,4.9
-135.06883333333334,60.7095,2101300,0,YT,1987-05-08 00:00:00,WHITEHORSE A,81,2
-135.06883333333334,60.7095,2101300,0,YT,1987-05-09 00:00:00,WHITEHORSE A,93,3.8
-135.06883333333334,60.7095,2101300,0,YT,1987-05-10 00:00:00,WHITEHORSE A,93,4.4
-135.06883333333334,60.7095,2101300,33,YT,1987-05-11 00:00:00,WHITEHORSE A,93,2.6
-135.06883333333334,60.7095,2101300,0,YT,1987-05-12 00:00:00,WHITEHORSE A,100,5.7
-135.06883333333334,60.7095,2101300,0,YT,1987-05-13 00:00:00,WHITEHORSE A,87,5.1
-135.06883333333334,60.7095,2101300,39,YT,1987-05-14 00:00:00,WHITEHORSE A,87,3.9
-135.06883333333334,60.7095,2101300,37,YT,1987-05-15 00:00:00,WHITEHORSE A,86,6.2
-135.06883333333334,60.7095,2101300,44,YT,1987-05-16 00:00:00,WHITEHORSE A,69,4.5
-135.06883333333334,60.7095,2101300,0,YT,1987-05-17 00:00:00,WHITEHORSE A,80,4.2
-135.06883333333334,60.7095,2101300,37,YT,1987-05-18 00:00:00,WHITEHORSE A,74,6.7
-135.06883333333334,60.7095,2101300,0,YT,1987-05-19 00:00:00,WHITEHORSE A,69,7.2
-135.06883333333334,60.7095,2101300,37,YT,1987-05-20 00:00:00,WHITEHORSE A,80,9.8
-135.06883333333334,60.7095,2101300,35,YT,1987-05-21 00:00:00,WHITEHORSE A,70,8.5
-135.06883333333334,60.7095,2101300,41,YT,1987-05-22 00:00:00,WHITEHORSE A,80,7.1
-135.06883333333334,60.7095,2101300,43,YT,1987-05-23 00:00:00,WHITEHORSE A,70,6.3
-135.06883333333334,60.7095,2101300,46,YT,1987-05-24 00:00:00,WHITEHORSE A,70,9.1
-135.06883333333334,60.7095,2101300,39,YT,1987-05-25 00:00:00,WHITEHORSE A,70,10.1
-135.06883333333334,60.7095,2101300,50,YT,1987-05-26 00:00:00,WHITEHORSE A,66,9.4
