Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-10-29 00:00:00,2200827,,NT,-7.6,99.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-10-30 00:00:00,2200827,,NT,-7.2,99.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-10-31 00:00:00,2200827,,NT,-10.5,96.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-21 00:00:00,2200827,42.0,NT,-12.3,88.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-15 00:00:00,2200827,37.0,NT,-28.4,80.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-02 00:00:00,2200827,,NT,-17.7,92.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-19 00:00:00,2200827,42.0,NT,-12.5,87.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-01 00:00:00,2200827,,NT,-16.3,93.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-05 00:00:00,2200827,,NT,-16.8,89.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-08 00:00:00,2200827,,NT,-15.8,91.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-14 00:00:00,2200827,,NT,-25.7,82.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-10 00:00:00,2200827,,NT,-13.0,90.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-20 00:00:00,2200827,48.0,NT,-10.1,86.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-07 00:00:00,2200827,35.0,NT,-20.1,91.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-13 00:00:00,2200827,33.0,NT,-18.5,87.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-16 00:00:00,2200827,,NT,-25.7,82.0,1939
-126.12861111111113,67.02111111111111,COLVILLE LAKE A,2018-11-17 00:00:00,2200827,,NT,-21.6,88.0,1939
