x,y,PROVINCE_CODE,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,MAX_REL_HUMIDITY,STATION_NAME,MEAN_TEMPERATURE,LOCAL_DATE
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-0.9,1997-12-17 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-9.1,1997-12-18 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-10.8,1997-12-19 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-4.8,1997-12-20 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-7.2,1997-12-21 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-11.2,1997-12-22 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-7.6,1997-12-23 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-9.9,1997-12-24 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-9.3,1997-12-25 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-8.7,1997-12-26 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-4.6,1997-12-27 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-3.8,1997-12-28 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-0.4,1997-12-29 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-3.3,1997-12-30 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,1.1,1997-12-31 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-10.3,1998-01-01 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-27.4,1998-01-02 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-24.4,1998-01-03 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-20.1,1998-01-04 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-16.1,1998-01-05 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-11.4,1998-01-06 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-17.9,1998-01-07 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-24.7,1998-01-08 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-29,1998-01-09 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-30.8,1998-01-10 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-33.2,1998-01-11 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-29,1998-01-12 00:00:00
-115.55223611111111,51.193358333333336,AB,3050519,,,BANFF CS,-18.2,1998-01-13 00:00:00
