x,y,SPEED_MAX_GUST,PROVINCE_CODE,STATION_NAME,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,LOCAL_DATE
-94.18333333333334,56.5,,MB,LIMESTONE GS,15,,5061567,1988-08-12 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,23.5,,5061567,1989-07-18 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-30.3,,5061567,1988-02-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14.3,,5061567,1991-07-07 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,13.8,,5061567,1991-08-16 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1987-04-19 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-23,,5061567,1992-03-12 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14.3,,5061567,1987-08-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,19,,5061567,1989-07-29 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,0,,5061567,1990-04-03 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-6.3,,5061567,1988-12-05 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,3,,5061567,1987-10-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11.3,,5061567,1992-05-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-5,,5061567,1991-04-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1990-12-30 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-6.8,,5061567,1991-04-23 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-11.8,,5061567,1987-11-08 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-13,,5061567,1992-04-18 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,7.8,,5061567,1992-05-24 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1987-04-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,13.5,,5061567,1990-08-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14.3,,5061567,1991-05-23 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,4,,5061567,1989-10-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,18,,5061567,1987-06-15 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-8.5,,5061567,1988-11-01 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1988-11-20 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14.8,,5061567,1991-08-18 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,9.8,,5061567,1989-08-12 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11,,5061567,1987-09-28 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,10.3,,5061567,1988-10-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-18.3,,5061567,1989-01-28 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-34.3,,5061567,1990-02-15 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,5.5,,5061567,1988-05-24 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,19.8,,5061567,1989-06-15 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-7.3,,5061567,1988-10-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,5,,5061567,1988-05-30 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,18.8,,5061567,1989-07-17 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,8.8,,5061567,1991-06-27 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,15.5,,5061567,1989-09-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-8.3,,5061567,1988-11-12 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1987-04-20 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14.8,,5061567,1990-07-31 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-28.3,,5061567,1990-01-18 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,10,,5061567,1990-09-18 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-17,,5061567,1990-11-24 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-33.8,,5061567,1989-01-09 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,1,,5061567,1987-05-17 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,0.3,,5061567,1992-05-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11.8,,5061567,1988-08-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-5.5,,5061567,1988-04-01 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,1.5,,5061567,1989-09-22 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1992-01-02 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,10,,5061567,1987-06-27 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-22.5,,5061567,1990-03-02 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-20,,5061567,1987-12-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,8,,5061567,1990-06-28 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-30.5,,5061567,1990-01-13 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,12.8,,5061567,1990-08-27 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,8.3,,5061567,1987-09-23 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-0.8,,5061567,1991-04-02 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-28.5,,5061567,1991-03-01 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-8,,5061567,1989-04-01 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-31.3,,5061567,1988-02-03 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-36.8,,5061567,1991-01-08 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,6.8,,5061567,1992-09-03 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,9.3,,5061567,1992-08-31 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,7.5,,5061567,1987-09-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,13.3,,5061567,1990-07-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,12.5,,5061567,1990-07-09 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-2.5,,5061567,1992-05-21 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11.3,,5061567,1991-09-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-12.5,,5061567,1987-04-10 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-10,,5061567,1992-01-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11.3,,5061567,1991-06-28 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-0.5,,5061567,1991-04-14 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-2.8,,5061567,1990-04-29 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-14.3,,5061567,1992-03-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,10,,5061567,1989-09-02 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-29,,5061567,1991-02-10 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-16.5,,5061567,1989-02-05 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-23.3,,5061567,1992-03-09 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,17,,5061567,1991-05-19 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-24,,5061567,1989-02-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1988-12-27 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,19.8,,5061567,1991-07-01 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,15.3,,5061567,1988-07-05 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,14,,5061567,1991-05-20 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,13.3,,5061567,1992-08-27 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,5.3,,5061567,1989-06-07 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11.8,,5061567,1992-07-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,9.5,,5061567,1989-08-21 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,7,,5061567,1988-07-09 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-1.5,,5061567,1991-10-26 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-17.3,,5061567,1990-03-20 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-0.3,,5061567,1987-10-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,19.3,,5061567,1987-06-14 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,3,,5061567,1990-09-29 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1991-12-21 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,13.3,,5061567,1992-07-31 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,11,,5061567,1991-08-28 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,23,,5061567,1990-07-12 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-30.3,,5061567,1988-02-19 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,20.5,,5061567,1988-08-14 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-4.3,,5061567,1991-04-30 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-15.3,,5061567,1991-03-31 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-8,,5061567,1991-04-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-13,,5061567,1987-12-05 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,5.5,,5061567,1989-10-04 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-27.3,,5061567,1988-12-08 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,12.8,,5061567,1992-08-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-4,,5061567,1990-05-07 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-23.5,,5061567,1991-02-25 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-21.5,,5061567,1992-01-16 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,0.8,,5061567,1989-09-30 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-27,,5061567,1991-02-24 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-11.8,,5061567,1988-03-15 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-32.3,,5061567,1989-01-31 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,12.3,,5061567,1992-06-08 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,,,5061567,1990-05-06 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-18.8,,5061567,1987-12-16 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,-15.5,,5061567,1989-02-11 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,18.8,,5061567,1990-06-19 00:00:00
-94.18333333333334,56.5,,MB,LIMESTONE GS,5.5,,5061567,1987-09-01 00:00:00
