x,y,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,LOCAL_DATE,CLIMATE_IDENTIFIER,STATION_NAME,PROVINCE_CODE,SPEED_MAX_GUST
-120.44194444444445,50.702222222222225,,9.6,2006-04-04 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.7,2006-04-05 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,14,2006-04-06 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.1,2006-04-08 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.6,2006-04-10 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.5,2006-04-11 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.6,2006-04-12 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,7.1,2006-04-13 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10,2006-04-14 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,5.5,2006-04-15 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.2,2006-04-16 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,5.2,2006-04-17 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.8,2006-04-18 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.1,2006-04-19 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,15.7,2006-04-20 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.7,2006-04-21 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.5,2006-04-22 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9,2006-04-23 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.5,2006-04-24 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,,2006-04-25 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.8,2006-04-26 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,,2006-04-27 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.6,2006-04-28 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.2,2006-04-29 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.5,2006-04-30 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.5,2006-05-01 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.4,2006-05-02 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.3,2006-05-03 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.5,2006-05-04 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,14.7,2006-05-05 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.6,2006-05-06 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.1,2006-05-07 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,,2006-05-08 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,,2006-08-27 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,24.7,2006-08-28 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,21.2,2006-08-29 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,15.4,2006-08-30 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.5,2006-08-31 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,17.7,2006-09-01 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,21.7,2006-09-02 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,20.8,2006-09-03 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,22.4,2006-09-04 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,22,2006-09-05 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,21.2,2006-09-06 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,20.4,2006-09-07 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,19.9,2006-09-08 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.9,2006-09-09 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.1,2006-09-10 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,19,2006-09-11 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,20.1,2006-09-12 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,14.9,2006-09-13 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.8,2006-09-14 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.3,2006-09-15 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12,2006-09-16 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.3,2006-09-17 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,15.6,2006-09-18 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.7,2006-09-19 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.6,2006-09-20 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.3,2006-09-21 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.1,2006-09-22 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16,2006-09-23 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,14,2006-09-24 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,14.7,2006-09-25 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.9,2006-09-26 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.3,2006-09-27 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.1,2006-09-28 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,16.8,2006-09-29 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.7,2006-09-30 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.4,2006-10-01 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12,2006-10-02 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.2,2006-10-03 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.2,2006-10-04 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.1,2006-10-05 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,13.1,2006-10-06 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.6,2006-10-07 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.7,2006-10-08 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,6.2,2006-10-09 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.3,2006-10-10 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.5,2006-10-11 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.8,2006-10-12 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.4,2006-10-13 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,6.6,2006-10-14 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,10.4,2006-10-15 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.5,2006-10-16 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.7,2006-10-17 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.9,2006-10-18 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.6,2006-10-19 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,9.5,2006-10-20 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,5.2,2006-10-21 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,7.6,2006-10-22 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,5.6,2006-10-23 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,8.7,2006-10-24 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,4.8,2006-10-25 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11,2006-10-26 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,11.3,2006-10-27 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,12.8,2006-10-28 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,4.3,2006-10-29 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,-1.5,2006-10-30 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,,-2.9,2006-10-31 00:00:00,1163842,KAMLOOPS AUT,BC,
-120.44194444444445,50.702222222222225,87,-2,2006-11-01 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,98,-0.3,2006-11-02 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,95,2.9,2006-11-03 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,94,6.8,2006-11-04 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,87,7.6,2006-11-05 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,84,12.4,2006-11-06 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,63,11.8,2006-11-07 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,92,4.5,2006-11-08 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,96,2.5,2006-11-09 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,89,2.4,2006-11-10 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,96,3.8,2006-11-11 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,88,3.4,2006-11-12 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,95,4.8,2006-11-13 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,88,2.7,2006-11-14 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,67,8.1,2006-11-15 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,97,5.6,2006-11-16 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,66,4.6,2006-11-17 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,72,6.1,2006-11-18 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,70,8.4,2006-11-19 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,70,6.4,2006-11-20 00:00:00,1163842,KAMLOOPS AUT,BC,0
-120.44194444444445,50.702222222222225,89,6.3,2006-11-21 00:00:00,1163842,KAMLOOPS AUT,BC,0
