Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-123.11001666666668,50.1375,,-2.9,2006-12-18 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.5,2006-12-19 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,,0.4,2006-12-20 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.1,2006-12-21 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,39.0,789
-123.11001666666668,50.1375,100.0,-1.6,2006-12-22 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-1.6,2006-12-23 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,,2006-12-24 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.6,2006-12-25 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.9,2006-12-26 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,98.0,-3.1,2006-12-27 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,97.0,-4.9,2006-12-28 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-2.7,2006-12-29 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,99.0,-1.7,2006-12-30 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.6,2006-12-31 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.8,2007-01-01 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,1.7,2007-01-02 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,32.0,789
-123.11001666666668,50.1375,100.0,0.3,2007-01-03 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-4.3,2007-01-04 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-4.3,2007-01-05 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-3.7,2007-01-06 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.7,2007-01-07 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-2.3,2007-01-08 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-1.3,2007-01-09 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,43.0,789
-123.11001666666668,50.1375,95.0,-6.7,2007-01-10 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,88.0,-11.5,2007-01-11 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,92.0,-10.4,2007-01-12 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,94.0,-7.0,2007-01-13 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,95.0,-5.2,2007-01-14 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,94.0,-4.0,2007-01-15 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,99.0,-2.2,2007-01-16 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,99.0,-3.8,2007-01-17 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,99.0,-3.5,2007-01-18 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.6,2007-01-19 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
-123.11001666666668,50.1375,100.0,-0.9,2007-01-20 00:00:00,1100001,CALLAGHAN VALLEY (SKI JUMP TOP),BC,0.0,789
