x,y,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,LOCAL_DATE,CLIMATE_IDENTIFIER,STATION_NAME,PROVINCE_CODE,SPEED_MAX_GUST
-120.7935,51.50383333333333,,16.3,2003-08-26 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,7.3,1991-06-13 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,20,2004-07-19 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,14.5,1998-06-22 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,8,1991-05-03 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,6.3,2010-04-27 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,4,2007-11-10 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1989-05-31 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1988-09-02 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,3.3,2002-06-07 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-7.8,2001-02-26 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,13.8,1990-08-02 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1988-04-20 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,4.8,2001-10-12 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,0.5,1990-12-07 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1988-03-17 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-11.5,2009-01-04 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,13.3,2003-06-06 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1989-01-08 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,2.5,2009-11-20 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,7.8,1995-08-12 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-15,1994-02-06 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1987-08-05 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,15.5,2003-08-09 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-5.3,2009-12-10 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,1.5,1990-10-23 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,19.3,1998-07-26 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,12.3,1992-06-14 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,5.5,2005-09-22 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-5,2001-12-30 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,,1988-03-01 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-6.3,2009-01-16 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-15,2001-11-30 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,5.5,1991-02-04 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,13.3,2000-07-16 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-3.5,2009-03-28 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,14.8,2010-07-20 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-10,1989-12-18 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-8.3,2007-02-13 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,9,1990-04-20 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-0.3,1995-11-26 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,12.5,1992-06-08 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,2.3,2010-03-27 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,8,1993-09-17 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,0,2006-01-24 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,15.3,1993-08-21 00:00:00,1160986,BRIDGE LAKE 2,BC,
-120.7935,51.50383333333333,,-0.5,1997-04-07 00:00:00,1160986,BRIDGE LAKE 2,BC,
