x,y,PROVINCE_CODE,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-01-24 00:00:00,-19.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-03-05 00:00:00,-3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-03-05 00:00:00,-13.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-07-20 00:00:00,20,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-05-01 00:00:00,1.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-06-24 00:00:00,19.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-05-07 00:00:00,15.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-02-21 00:00:00,-10.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-05-28 00:00:00,14.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-12-12 00:00:00,-5.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-06-16 00:00:00,15.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-12-12 00:00:00,-8.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-07-16 00:00:00,25.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-10-18 00:00:00,1.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-11-27 00:00:00,-12,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-05-04 00:00:00,11.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-04-22 00:00:00,8.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-05-25 00:00:00,10.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-06-28 00:00:00,20.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-02-06 00:00:00,-15.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-08-16 00:00:00,19,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-06-05 00:00:00,16,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-09-16 00:00:00,12.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-05-23 00:00:00,19.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-01-28 00:00:00,-18.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-01-19 00:00:00,-11.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-10-04 00:00:00,7,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-07-24 00:00:00,16,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-02-12 00:00:00,-7.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-04-08 00:00:00,11.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1990-09-02 00:00:00,15.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-10-10 00:00:00,0.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-09-23 00:00:00,10,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-10-01 00:00:00,14.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-07-20 00:00:00,18.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-04-25 00:00:00,14.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-10-06 00:00:00,3.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-11-21 00:00:00,-9.8,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1989-02-01 00:00:00,-30,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1991-04-22 00:00:00,2.5,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1988-09-15 00:00:00,12.3,,,6027825
-94.41666666666667,48.71666666666667,ON,SLEEMAN,1987-12-04 00:00:00,-8.5,,,6027825
