x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,PROVINCE_CODE,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,MEAN_TEMPERATURE
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-01 00:00:00,MORDEN CDA CS,,6.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-02 00:00:00,MORDEN CDA CS,,1.9
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-03 00:00:00,MORDEN CDA CS,,-0.6
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-04 00:00:00,MORDEN CDA CS,,-2.2
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-05 00:00:00,MORDEN CDA CS,,-7.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-06 00:00:00,MORDEN CDA CS,,0.8
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-07 00:00:00,MORDEN CDA CS,,1.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-08 00:00:00,MORDEN CDA CS,,-2
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-09 00:00:00,MORDEN CDA CS,,-4
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-10 00:00:00,MORDEN CDA CS,,-7.4
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-11 00:00:00,MORDEN CDA CS,,0.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-12 00:00:00,MORDEN CDA CS,,-2.6
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-13 00:00:00,MORDEN CDA CS,,1.4
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-14 00:00:00,MORDEN CDA CS,,-3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-15 00:00:00,MORDEN CDA CS,,-15.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-16 00:00:00,MORDEN CDA CS,,-22.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-17 00:00:00,MORDEN CDA CS,,-15.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-18 00:00:00,MORDEN CDA CS,,-6.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-19 00:00:00,MORDEN CDA CS,,-10.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-20 00:00:00,MORDEN CDA CS,,-22.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-21 00:00:00,MORDEN CDA CS,,-21.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-22 00:00:00,MORDEN CDA CS,,-19.6
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-23 00:00:00,MORDEN CDA CS,,-7.7
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-24 00:00:00,MORDEN CDA CS,,-0.3
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-25 00:00:00,MORDEN CDA CS,,0.8
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-26 00:00:00,MORDEN CDA CS,,-8.2
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-27 00:00:00,MORDEN CDA CS,,-6.4
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-28 00:00:00,MORDEN CDA CS,,2
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-29 00:00:00,MORDEN CDA CS,,-2.5
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-30 00:00:00,MORDEN CDA CS,,-7.9
-98.08394444444444,49.18763888888889,5021849,,MB,1999-12-31 00:00:00,MORDEN CDA CS,,-10.5

-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-01 00:00:00,MORDEN CDA CS,,-16.6
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-02 00:00:00,MORDEN CDA CS,,-16.1
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-03 00:00:00,MORDEN CDA CS,,-20.5
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-04 00:00:00,MORDEN CDA CS,,-18.9
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-05 00:00:00,MORDEN CDA CS,,-12.1
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-06 00:00:00,MORDEN CDA CS,,-19.5
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-07 00:00:00,MORDEN CDA CS,,-11
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-08 00:00:00,MORDEN CDA CS,,-6.2
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-09 00:00:00,MORDEN CDA CS,,-4.7
-98.08394444444444,49.18763888888889,5021849,,MB,2000-01-10 00:00:00,MORDEN CDA CS,,-10.9
