x,y,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,LOCAL_DATE,CLIMATE_IDENTIFIER,STATION_NAME,PROVINCE_CODE,SPEED_MAX_GUST
-121.36416666666666,52.3625,,11.3,2011-09-27 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,6.8,2010-06-04 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,0,1998-12-02 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-2.5,1990-01-08 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,15.8,2009-06-15 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,2.5,2001-10-29 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,5.8,1989-05-12 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,8.5,1995-03-30 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,6,1989-04-14 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-19.5,2008-12-25 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-0.3,2001-02-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,9.5,1988-06-30 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-5,1994-01-08 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-0.5,2009-11-29 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,0,1999-03-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,19.8,2014-08-05 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,2.3,1987-11-30 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,3.3,1998-01-24 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-17.8,1993-02-24 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,11,2011-06-23 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,8.5,2000-09-03 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,6.5,1999-11-11 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,7,2006-04-09 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,14,1994-06-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,9.3,2011-09-18 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,4,2002-02-10 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-1.8,1991-11-03 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,15.8,1997-06-17 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-2,1991-12-30 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,0.3,2004-01-21 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,6.8,2006-04-12 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,18.5,2007-06-04 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,5.3,1998-02-13 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,1.5,2000-03-18 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,5.3,1991-03-30 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,10.5,2006-04-19 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,11.5,1994-09-18 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,9.5,1990-09-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,4,1994-03-26 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,10,1996-10-13 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,4.5,1994-03-21 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,3.5,2005-03-12 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-2,2011-12-29 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-2,1999-11-21 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,10.3,2010-09-12 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,0.8,1992-04-09 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,12.5,1997-04-16 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,9,2001-06-03 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,5,2000-03-21 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,0,1993-11-27 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,6.3,1997-09-18 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,8.3,2009-05-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,12.3,2011-06-05 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,15,2015-05-27 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-2.3,2013-01-17 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,16.5,1998-06-10 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,17,1991-06-28 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,11,2006-05-26 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,10.3,2012-10-13 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,2.8,1992-11-03 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-0.3,1997-02-18 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-5,2002-03-15 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,-15,1988-12-20 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,17.8,2003-08-17 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
-121.36416666666666,52.3625,,11.8,2003-04-08 00:00:00,1093600,HORSEFLY LAKE GRUHS LAKE,BC,
