x,y,PROVINCE_CODE,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1997-06-05 00:00:00,15,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2020-12-14 00:00:00,-19.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1991-12-09 00:00:00,-6.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1991-12-20 00:00:00,-3.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2010-06-18 00:00:00,15.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1997-09-23 00:00:00,10.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2002-05-03 00:00:00,9.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1992-08-03 00:00:00,14.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1997-07-02 00:00:00,13,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2005-11-08 00:00:00,1.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2015-07-08 00:00:00,18,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2017-11-09 00:00:00,-15.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1994-10-19 00:00:00,8.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2005-01-15 00:00:00,-32.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2018-12-14 00:00:00,-3.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2001-10-31 00:00:00,5.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2022-07-15 00:00:00,23.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2015-10-04 00:00:00,10.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1987-08-24 00:00:00,14.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2001-09-21 00:00:00,14.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2022-06-14 00:00:00,21,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2018-09-15 00:00:00,13,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1994-01-23 00:00:00,-12.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1987-07-23 00:00:00,20.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2017-06-07 00:00:00,20.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1997-03-26 00:00:00,1.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2010-04-28 00:00:00,13.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1994-03-28 00:00:00,-4.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2017-02-09 00:00:00,-16,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2007-07-26 00:00:00,24.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2007-04-07 00:00:00,-6.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1987-07-24 00:00:00,19.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2013-08-23 00:00:00,18.3,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,1994-05-06 00:00:00,5.5,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2012-01-20 00:00:00,-24.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2005-02-15 00:00:00,-13,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2001-04-01 00:00:00,0.8,,,5022791
-97.16666666666667,50.11666666666667,MB,STONY MOUNTAIN,2013-07-13 00:00:00,22.3,,,5022791
