x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,MEAN_TEMPERATURE,PROVINCE_CODE,STATION_NAME,MAX_REL_HUMIDITY,LOCAL_DATE
-125.24138888888889,71.99361111111111,2503649,45,-5.5,NT,SACHS HARBOUR A,,2018-10-29 00:00:00
-125.24138888888889,71.99361111111111,2503649,40,-11.1,NT,SACHS HARBOUR A,91,2018-10-30 00:00:00
-125.24138888888889,71.99361111111111,2503649,33,-9.6,NT,SACHS HARBOUR A,92,2018-10-31 00:00:00
-125.24138888888889,71.99361111111111,2503649,33,-7.5,NT,SACHS HARBOUR A,93,2018-11-01 00:00:00
-125.24138888888889,71.99361111111111,2503649,32,-10.5,NT,SACHS HARBOUR A,90,2018-11-02 00:00:00
-125.24138888888889,71.99361111111111,2503649,37,-9.2,NT,SACHS HARBOUR A,90,2018-11-03 00:00:00
-125.24138888888889,71.99361111111111,2503649,44,-14.3,NT,SACHS HARBOUR A,89,2018-11-04 00:00:00
-125.24138888888889,71.99361111111111,2503649,,-18.3,NT,SACHS HARBOUR A,82,2018-11-05 00:00:00
-125.24138888888889,71.99361111111111,2503649,40,-23.5,NT,SACHS HARBOUR A,80,2018-11-06 00:00:00
-125.24138888888889,71.99361111111111,2503649,50,-18.7,NT,SACHS HARBOUR A,83,2018-11-07 00:00:00
-125.24138888888889,71.99361111111111,2503649,67,-14.1,NT,SACHS HARBOUR A,87,2018-11-08 00:00:00
-125.24138888888889,71.99361111111111,2503649,,-12,NT,SACHS HARBOUR A,88,2018-11-09 00:00:00
-125.24138888888889,71.99361111111111,2503649,44,-12.1,NT,SACHS HARBOUR A,89,2018-11-10 00:00:00
-125.24138888888889,71.99361111111111,2503649,48,-16.6,NT,SACHS HARBOUR A,84,2018-11-11 00:00:00
-125.24138888888889,71.99361111111111,2503649,,-21.1,NT,SACHS HARBOUR A,82,2018-11-12 00:00:00
-125.24138888888889,71.99361111111111,2503649,41,-28.6,NT,SACHS HARBOUR A,75,2018-11-13 00:00:00
-125.24138888888889,71.99361111111111,2503649,,-23.9,NT,SACHS HARBOUR A,82,2018-11-14 00:00:00
-125.24138888888889,71.99361111111111,2503649,42,-12.5,NT,SACHS HARBOUR A,89,2018-11-15 00:00:00
