Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-10-29 00:00:00,2202010,,NT,-1.9,96.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-10-30 00:00:00,2202010,,NT,-2.7,92.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-10-31 00:00:00,2202010,37.0,NT,-3.6,85.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-21 00:00:00,2202010,37.0,NT,-11.6,91.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-15 00:00:00,2202010,,NT,-18.0,89.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-02 00:00:00,2202010,,NT,-3.8,92.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-19 00:00:00,2202010,,NT,-15.0,84.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-01 00:00:00,2202010,,NT,-4.3,92.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-08 00:00:00,2202010,32.0,NT,-13.9,90.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-14 00:00:00,2202010,35.0,NT,-13.9,86.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-05 00:00:00,2202010,,NT,-8.1,90.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-10 00:00:00,2202010,50.0,NT,-8.1,86.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-20 00:00:00,2202010,40.0,NT,-15.6,83.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-07 00:00:00,2202010,,NT,-11.4,90.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-13 00:00:00,2202010,46.0,NT,-10.7,85.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-12 00:00:00,2202010,,NT,-14.4,88.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-16 00:00:00,2202010,,NT,-12.6,88.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-17 00:00:00,2202010,,NT,-14.5,91.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-18 00:00:00,2202010,,NT,-18.2,86.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-03 00:00:00,2202010,37.0,NT,-5.1,95.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-06 00:00:00,2202010,,NT,-8.3,91.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-11 00:00:00,2202010,32.0,NT,-10.8,90.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-04 00:00:00,2202010,,NT,-6.5,88.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-09 00:00:00,2202010,37.0,NT,-10.0,89.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-22 00:00:00,2202010,,NT,-9.8,89.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-23 00:00:00,2202010,,NT,-18.5,84.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-28 00:00:00,2202010,34.0,NT,-7.5,87.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-26 00:00:00,2202010,40.0,NT,-6.3,93.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-30 00:00:00,2202010,,NT,-11.9,92.0,1972
-113.68972222222222,61.18083333333333,FORT RESOLUTION A,2018-11-27 00:00:00,2202010,43.0,NT,-6.0,87.0,1972
