x,y,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,LOCAL_DATE,CLIMATE_IDENTIFIER,STATION_NAME,PROVINCE_CODE,SPEED_MAX_GUST
-101.39111111111112,51.53861111111111,,2.5,2012-04-18 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,16.5,1999-05-26 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-32.8,1996-12-26 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,17.3,1997-07-30 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,4.8,2012-04-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1991-08-02 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-26,1995-01-03 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-24.3,2007-12-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1991-12-04 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-25.8,2003-01-25 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,4,1997-04-24 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1992-06-10 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,18.5,1996-06-10 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,11.8,2010-06-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,13.5,2012-06-16 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-10.3,2014-03-14 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,9.8,2009-06-03 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,14.8,1998-06-28 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1991-09-28 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-17.3,2004-01-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-3.3,2003-12-24 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-18.5,1988-02-14 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1993-10-31 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1994-04-05 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,14.8,2001-08-10 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,10,1987-05-01 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,1.5,2008-04-07 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-13.8,2011-12-16 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,11.3,2009-05-12 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,8.5,1989-08-20 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,11.3,2014-06-11 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,3.3,1997-05-03 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,16.8,2007-07-27 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-25,2010-12-30 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1991-06-06 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,17.3,2007-06-30 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,9.3,2003-05-31 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,9.5,1995-06-06 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,13.3,2000-05-20 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-31.3,2004-01-29 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-22.8,2004-02-01 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,11.8,1999-07-02 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,14,2000-06-19 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,4.5,2000-10-02 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,11,2006-09-01 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,6.3,1999-11-07 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-27.5,2008-03-06 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-13.5,1998-03-14 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-4.8,1998-12-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,3,1999-03-27 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-10.8,2007-04-04 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-9.3,1998-02-26 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,16.8,1999-07-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,23.3,2012-08-29 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-13,1997-03-13 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-7.8,2000-02-08 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,,1994-05-22 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,14,2010-07-07 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-0.5,1996-10-01 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,-5,1988-12-03 00:00:00,5010310,BOGGY CREEK,MB,
-101.39111111111112,51.53861111111111,,17,2001-09-05 00:00:00,5010310,BOGGY CREEK,MB,
