Longitude,Latitude,SPEED_MAX_GUST,Province,Name,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Climate ID,Date,Station ID
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,11.0,,2100941,2005-08-22 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1994-04-04 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1998-12-31 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-7.5,,2100941,2004-03-15 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,9.5,,2100941,1997-09-26 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-24.0,,2100941,1994-01-13 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-8.5,,2100941,2002-02-11 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2007-07-15 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,13.5,,2100941,1996-07-11 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,0.0,,2100941,1997-04-14 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2002-11-11 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2001-03-23 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-18.0,,2100941,2008-02-05 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-43.0,,2100941,1996-01-29 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,7.0,,2100941,2003-08-20 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,12.0,,2100941,1995-05-10 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2002-12-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-13.5,,2100941,1997-03-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,4.8,,2100941,1994-05-11 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1999-04-04 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-13.8,,2100941,1997-03-11 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1995-09-02 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2005-12-17 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2008-07-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-12.0,,2100941,2006-01-22 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2006-06-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2000-12-29 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,3.3,,2100941,1996-04-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1994-08-15 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,2.5,,2100941,1998-09-15 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,13.8,,2100941,1996-06-20 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2003-11-10 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1999-05-01 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,13.0,,2100941,2004-07-06 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-6.5,,2100941,2003-10-29 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-4.0,,2100941,2003-10-28 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1998-12-20 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1997-06-01 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2007-04-05 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1998-06-28 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,5.5,,2100941,2005-04-27 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-12.0,,2100941,1993-11-09 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,9.3,,2100941,2005-09-08 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,13.0,,2100941,2003-06-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-28.0,,2100941,2003-11-25 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2004-11-28 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-4.3,,2100941,1999-04-07 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1994-01-21 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,15.5,,2100941,2004-08-17 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-22.5,,2100941,2007-03-01 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-3.5,,2100941,2008-04-07 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1998-07-23 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1998-08-16 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1996-07-01 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-23.3,,2100941,1998-03-06 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1993-09-17 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1997-08-24 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-16.0,,2100941,2000-03-09 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1994-05-09 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-44.5,,2100941,1996-01-23 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-20.0,,2100941,1993-12-13 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2003-11-21 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2002-08-07 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-1.0,,2100941,1995-04-12 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,16.0,,2100941,2004-07-21 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2003-08-08 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2000-06-03 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,15.5,,2100941,2007-07-12 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-21.5,,2100941,2007-02-12 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-11.0,,2100941,1996-11-13 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1997-08-30 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,1995-10-06 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-15.5,,2100941,1997-02-21 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-24.5,,2100941,1998-12-15 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,-26.0,,2100941,1995-11-09 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,,,2100941,2000-04-30 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,16.5,,2100941,2003-07-17 00:00:00,1877
-132.45,61.98333333333333,,YT,ROSS RIVER YTG,7.5,,2100941,1993-10-01 00:00:00,1877
