x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,PROVINCE_CODE,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,MEAN_TEMPERATURE
-122.79083361111111,53.899724722222224,1096454,34,BC,2018-05-14 00:00:00,PRINCE GEORGE MASSEY AUTO,74,18.6
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-15 00:00:00,PRINCE GEORGE MASSEY AUTO,65,17.4
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-16 00:00:00,PRINCE GEORGE MASSEY AUTO,58,18.5
-122.79083361111111,53.899724722222224,1096454,34,BC,2018-05-17 00:00:00,PRINCE GEORGE MASSEY AUTO,61,16.6
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-18 00:00:00,PRINCE GEORGE MASSEY AUTO,65,17.8
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-19 00:00:00,PRINCE GEORGE MASSEY AUTO,81,18.2
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-20 00:00:00,PRINCE GEORGE MASSEY AUTO,89,16.2
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-21 00:00:00,PRINCE GEORGE MASSEY AUTO,76,15.4
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-22 00:00:00,PRINCE GEORGE MASSEY AUTO,88,18.4
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-23 00:00:00,PRINCE GEORGE MASSEY AUTO,75,20.7
-122.79083361111111,53.899724722222224,1096454,43,BC,2018-05-24 00:00:00,PRINCE GEORGE MASSEY AUTO,79,19.1
-122.79083361111111,53.899724722222224,1096454,47,BC,2018-05-25 00:00:00,PRINCE GEORGE MASSEY AUTO,92,13.2
-122.79083361111111,53.899724722222224,1096454,32,BC,2018-05-26 00:00:00,PRINCE GEORGE MASSEY AUTO,99,9.3
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-27 00:00:00,PRINCE GEORGE MASSEY AUTO,88,12.7
-122.79083361111111,53.899724722222224,1096454,39,BC,2018-05-28 00:00:00,PRINCE GEORGE MASSEY AUTO,92,12.8
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-29 00:00:00,PRINCE GEORGE MASSEY AUTO,75,9.1
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-30 00:00:00,PRINCE GEORGE MASSEY AUTO,79,9.6
-122.79083361111111,53.899724722222224,1096454,,BC,2018-05-31 00:00:00,PRINCE GEORGE MASSEY AUTO,91,10.5
-122.79083361111111,53.899724722222224,1096454,35,BC,2018-06-01 00:00:00,PRINCE GEORGE MASSEY AUTO,89,12.3
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-02 00:00:00,PRINCE GEORGE MASSEY AUTO,94,13
-122.79083361111111,53.899724722222224,1096454,40,BC,2018-06-03 00:00:00,PRINCE GEORGE MASSEY AUTO,88,12
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-04 00:00:00,PRINCE GEORGE MASSEY AUTO,91,10.3
-122.79083361111111,53.899724722222224,1096454,45,BC,2018-06-05 00:00:00,PRINCE GEORGE MASSEY AUTO,88,9.6
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-06 00:00:00,PRINCE GEORGE MASSEY AUTO,80,14.2
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-07 00:00:00,PRINCE GEORGE MASSEY AUTO,90,12.5
-122.79083361111111,53.899724722222224,1096454,34,BC,2018-06-08 00:00:00,PRINCE GEORGE MASSEY AUTO,94,14
-122.79083361111111,53.899724722222224,1096454,33,BC,2018-06-09 00:00:00,PRINCE GEORGE MASSEY AUTO,94,10.8
-122.79083361111111,53.899724722222224,1096454,35,BC,2018-06-10 00:00:00,PRINCE GEORGE MASSEY AUTO,96,10.1
-122.79083361111111,53.899724722222224,1096454,40,BC,2018-06-11 00:00:00,PRINCE GEORGE MASSEY AUTO,58,12.1
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-12 00:00:00,PRINCE GEORGE MASSEY AUTO,70,13.5
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-13 00:00:00,PRINCE GEORGE MASSEY AUTO,85,13.2
-122.79083361111111,53.899724722222224,1096454,,BC,2018-06-14 00:00:00,PRINCE GEORGE MASSEY AUTO,89,15.2
