Longitude,Latitude,SPEED_MAX_GUST,Province,Name,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Climate ID,Date,Station ID
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,14.0,,2100794,1989-07-20 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,15.0,,2100794,2000-07-31 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-43.5,,2100794,1994-01-17 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,,,2100794,1987-08-19 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,,,2100794,2003-04-19 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,6.0,,2100794,1994-05-17 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-22.8,,2100794,2005-01-23 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-25.8,,2100794,1998-12-02 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,13.5,,2100794,2006-07-01 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-22.5,,2100794,1994-04-10 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,10.3,,2100794,1993-08-18 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,13.5,,2100794,1995-07-04 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-21.0,,2100794,2002-01-19 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,6.0,,2100794,1998-09-07 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,,,2100794,1992-07-26 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-33.3,,2100794,1998-03-05 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,,,2100794,1994-09-17 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-3.0,,2100794,1996-09-15 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,12.0,,2100794,1989-07-31 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-29.0,,2100794,1991-11-19 00:00:00,1860
-138.30527777777775,65.36027777777778,,YT,OGILVIE RIVER,-8.0,,2100794,1990-04-13 00:00:00,1860
