x,y,PROVINCE_CODE,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-02-04 00:00:00,-18.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-08-29 00:00:00,19.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-06-03 00:00:00,13,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-09-12 00:00:00,15.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-04-14 00:00:00,7.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-09-03 00:00:00,12.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-11-18 00:00:00,-8.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-05-26 00:00:00,15.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-07-16 00:00:00,24.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-10-06 00:00:00,2.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1993-11-02 00:00:00,1.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-05-16 00:00:00,7.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2001-04-12 00:00:00,4.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-04-02 00:00:00,-2.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-12-13 00:00:00,-24,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-04-11 00:00:00,6.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-04-23 00:00:00,7.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-03-19 00:00:00,2.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-06-19 00:00:00,20.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-06-07 00:00:00,9.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-12-29 00:00:00,-6.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-04-20 00:00:00,8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-03-27 00:00:00,1.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-05-22 00:00:00,16.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-11-27 00:00:00,-2.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-07-11 00:00:00,21.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-08-08 00:00:00,24,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-06-16 00:00:00,15.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-11-25 00:00:00,-1.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-04-02 00:00:00,1.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-07-11 00:00:00,20.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-05-26 00:00:00,11.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2001-02-27 00:00:00,-19.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-01-05 00:00:00,-8.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-08-16 00:00:00,19.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2003-06-03 00:00:00,15.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-08-21 00:00:00,17.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-04-06 00:00:00,-6.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-11-16 00:00:00,-6,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-10-16 00:00:00,9.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-01-30 00:00:00,-12.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-03-21 00:00:00,4.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-09-20 00:00:00,6,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-11-07 00:00:00,4.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-02-03 00:00:00,-9.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2001-07-26 00:00:00,17.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-02-23 00:00:00,-5.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-04-23 00:00:00,6.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1993-11-29 00:00:00,-10.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-09-18 00:00:00,20.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-04-22 00:00:00,5.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-08-12 00:00:00,,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-10-24 00:00:00,11,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-10-01 00:00:00,4,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-03-01 00:00:00,0.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2001-07-28 00:00:00,18.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-07-19 00:00:00,18.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-03-17 00:00:00,-4,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-02-03 00:00:00,-10,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-01-29 00:00:00,-21.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-02-12 00:00:00,-8.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-02-27 00:00:00,-16.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-11-16 00:00:00,,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2003-04-16 00:00:00,3.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-06-22 00:00:00,10.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-04-12 00:00:00,14.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-10-15 00:00:00,7,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-05-03 00:00:00,18.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-01-27 00:00:00,-23.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-05-18 00:00:00,21.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-03-23 00:00:00,-6.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-04-05 00:00:00,-9.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2001-10-19 00:00:00,6,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-03-20 00:00:00,-2.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-08-03 00:00:00,21.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-10-06 00:00:00,10,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1997-12-28 00:00:00,-8.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2000-08-30 00:00:00,18.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1999-01-30 00:00:00,-3.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-05-27 00:00:00,14,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2002-01-27 00:00:00,-13.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1995-08-10 00:00:00,18.3,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1998-06-26 00:00:00,22.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1996-09-23 00:00:00,11.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-06-28 00:00:00,18.8,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,1994-09-28 00:00:00,10.5,,,6026852
-94.53333333333333,48.71666666666667,ON,RAINY RIVER,2003-03-25 00:00:00,1.5,,,6026852
