x,y,PROVINCE_CODE,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1992-07-12 00:00:00,16.5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1998-12-14 00:00:00,4,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1997-06-16 00:00:00,14,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2004-11-16 00:00:00,6,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2001-12-28 00:00:00,-12.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1997-06-15 00:00:00,18,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1987-11-12 00:00:00,,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2000-06-24 00:00:00,16.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1995-03-02 00:00:00,-14.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1994-04-14 00:00:00,6,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1990-03-02 00:00:00,-12.5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1988-12-24 00:00:00,-18.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2003-07-12 00:00:00,19.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1998-10-26 00:00:00,8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2001-04-02 00:00:00,1.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2002-06-22 00:00:00,19.5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1994-03-08 00:00:00,-13,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1988-10-09 00:00:00,11.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1998-11-08 00:00:00,-1.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1993-03-07 00:00:00,-0.5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1995-01-07 00:00:00,-23.5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2004-05-06 00:00:00,5,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1996-06-17 00:00:00,20.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1993-09-29 00:00:00,3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1998-03-04 00:00:00,-6.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1992-03-08 00:00:00,-6.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1991-07-24 00:00:00,15.8,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,1993-08-24 00:00:00,22.3,,,5030160
-96.46666666666667,50.03333333333333,MB,BEAUSEJOUR 2,2003-07-13 00:00:00,21.8,,,5030160
