Longitude,Latitude,Province,Name,Date,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,Climate ID,Station ID
-93.43333333333334,48.65,ON,FORT FRANCES A,1991-04-18 00:00:00,3.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2002-04-15 00:00:00,10.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1989-02-26 00:00:00,-14.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1993-01-02 00:00:00,-18.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1995-08-21 00:00:00,16.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1996-07-29 00:00:00,17.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1988-09-01 00:00:00,20.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1996-09-16 00:00:00,12.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2002-04-03 00:00:00,-5.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2008-07-24 00:00:00,18.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2001-02-20 00:00:00,-19.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1989-03-12 00:00:00,-2.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2000-05-04 00:00:00,11.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2002-02-09 00:00:00,-1.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2005-03-23 00:00:00,2.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2008-02-04 00:00:00,-7.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2003-09-02 00:00:00,19.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1999-11-09 00:00:00,4.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2007-09-17 00:00:00,15.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2006-02-13 00:00:00,-9.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1999-10-12 00:00:00,8.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2007-12-11 00:00:00,-14.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1998-12-01 00:00:00,1.0,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2010-04-16 00:00:00,6.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1992-07-15 00:00:00,19.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1999-03-25 00:00:00,-2.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1990-02-16 00:00:00,-15.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2001-01-25 00:00:00,-10.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1994-10-06 00:00:00,13.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,2010-12-28 00:00:00,-5.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1994-03-04 00:00:00,3.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1994-11-29 00:00:00,-9.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1990-10-10 00:00:00,5.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1988-03-29 00:00:00,-3.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1988-11-25 00:00:00,-0.3,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1996-02-03 00:00:00,-29.8,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1988-08-27 00:00:00,11.5,,,6022476,5166
-93.43333333333334,48.65,ON,FORT FRANCES A,1995-10-03 00:00:00,5.5,,,6022476,5166
