x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,MEAN_TEMPERATURE,PROVINCE_CODE,STATION_NAME,MAX_REL_HUMIDITY,LOCAL_DATE
-118.88472222222222,55.18,3072921,0,18.9,AB,GRANDE PRAIRIE A,,2013-09-12 00:00:00
-118.88472222222222,55.18,3072921,0,17.6,AB,GRANDE PRAIRIE A,,2013-09-13 00:00:00
-118.88472222222222,55.18,3072921,39,15.8,AB,GRANDE PRAIRIE A,,2013-09-14 00:00:00
-118.88472222222222,55.18,3072921,0,17.2,AB,GRANDE PRAIRIE A,,2013-09-15 00:00:00
-118.88472222222222,55.18,3072921,67,15.8,AB,GRANDE PRAIRIE A,,2013-09-16 00:00:00
-118.88472222222222,55.18,3072921,48,10.3,AB,GRANDE PRAIRIE A,,2013-09-17 00:00:00
-118.88472222222222,55.18,3072921,0,7.2,AB,GRANDE PRAIRIE A,,2013-09-18 00:00:00
-118.88472222222222,55.18,3072921,0,10.2,AB,GRANDE PRAIRIE A,,2013-09-19 00:00:00
-118.88472222222222,55.18,3072921,0,13.6,AB,GRANDE PRAIRIE A,,2013-09-20 00:00:00
-118.88472222222222,55.18,3072921,41,11.2,AB,GRANDE PRAIRIE A,,2013-09-21 00:00:00
-118.88472222222222,55.18,3072921,33,9.8,AB,GRANDE PRAIRIE A,,2013-09-22 00:00:00
-118.88472222222222,55.18,3072921,48,9.8,AB,GRANDE PRAIRIE A,,2013-09-23 00:00:00
-118.88472222222222,55.18,3072921,46,7.8,AB,GRANDE PRAIRIE A,,2013-09-24 00:00:00
-118.88472222222222,55.18,3072921,32,4.6,AB,GRANDE PRAIRIE A,,2013-09-25 00:00:00
-118.88472222222222,55.18,3072921,37,5.3,AB,GRANDE PRAIRIE A,,2013-09-26 00:00:00
-118.88472222222222,55.18,3072921,46,6.1,AB,GRANDE PRAIRIE A,,2013-09-27 00:00:00
-118.88472222222222,55.18,3072921,0,6.8,AB,GRANDE PRAIRIE A,,2013-09-28 00:00:00
-118.88472222222222,55.18,3072921,52,8.2,AB,GRANDE PRAIRIE A,,2013-09-29 00:00:00
-118.88472222222222,55.18,3072921,32,5.1,AB,GRANDE PRAIRIE A,,2013-09-30 00:00:00
-118.88472222222222,55.18,3072921,0,5.3,AB,GRANDE PRAIRIE A,,2013-10-01 00:00:00
-118.88472222222222,55.18,3072921,0,4.1,AB,GRANDE PRAIRIE A,,2013-10-02 00:00:00
-118.88472222222222,55.18,3072921,0,5.4,AB,GRANDE PRAIRIE A,,2013-10-03 00:00:00
-118.88472222222222,55.18,3072921,0,3.2,AB,GRANDE PRAIRIE A,,2013-10-04 00:00:00
-118.88472222222222,55.18,3072921,57,8.4,AB,GRANDE PRAIRIE A,,2013-10-05 00:00:00
-118.88472222222222,55.18,3072921,0,6.7,AB,GRANDE PRAIRIE A,,2013-10-06 00:00:00
-118.88472222222222,55.18,3072921,56,11.2,AB,GRANDE PRAIRIE A,,2013-10-07 00:00:00
-118.88472222222222,55.18,3072921,54,3.2,AB,GRANDE PRAIRIE A,,2013-10-08 00:00:00
-118.88472222222222,55.18,3072921,0,2.9,AB,GRANDE PRAIRIE A,,2013-10-09 00:00:00
-118.88472222222222,55.18,3072921,59,6.4,AB,GRANDE PRAIRIE A,,2013-10-10 00:00:00
-118.88472222222222,55.18,3072921,37,4.4,AB,GRANDE PRAIRIE A,,2013-10-11 00:00:00
-118.88472222222222,55.18,3072921,0,1.6,AB,GRANDE PRAIRIE A,,2013-10-12 00:00:00
-118.88472222222222,55.18,3072921,0,3.9,AB,GRANDE PRAIRIE A,,2013-10-13 00:00:00
-118.88472222222222,55.18,3072921,37,6.6,AB,GRANDE PRAIRIE A,,2013-10-14 00:00:00
-118.88472222222222,55.18,3072921,54,7.3,AB,GRANDE PRAIRIE A,,2013-10-15 00:00:00
-118.88472222222222,55.18,3072921,0,2.8,AB,GRANDE PRAIRIE A,,2013-10-16 00:00:00
-118.88472222222222,55.18,3072921,39,4.5,AB,GRANDE PRAIRIE A,,2013-10-17 00:00:00
-118.88472222222222,55.18,3072921,48,8,AB,GRANDE PRAIRIE A,,2013-10-18 00:00:00
-118.88472222222222,55.18,3072921,41,6.9,AB,GRANDE PRAIRIE A,,2013-10-19 00:00:00
-118.88472222222222,55.18,3072921,39,8.5,AB,GRANDE PRAIRIE A,,2013-10-20 00:00:00
