x,y,SPEED_MAX_GUST,PROVINCE_CODE,STATION_NAME,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,LOCAL_DATE
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,9,,2204200,1987-05-27 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-26.5,,2204200,1990-12-31 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-17,,2204200,1991-12-30 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-34,,2204200,1994-01-21 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,13.5,,2204200,1996-08-07 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-29.5,,2204200,1990-01-06 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,10,,2204200,1993-09-18 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,0.3,,2204200,1994-10-14 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-18.3,,2204200,1997-01-31 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-5,,2204200,1987-10-18 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-33.8,,2204200,1994-02-24 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-13.8,,2204200,1996-04-12 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,11,,2204200,1988-06-14 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,15,,2204200,1990-07-18 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-36,,2204200,1990-12-24 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-3,,2204200,1990-05-15 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-23.8,,2204200,1995-12-02 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,10.3,,2204200,1997-06-26 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-24.5,,2204200,1994-02-02 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-15.3,,2204200,1996-04-02 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-1.8,,2204200,1995-04-17 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,18.5,,2204200,1994-07-16 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,18.8,,2204200,1987-07-29 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,9,,2204200,1987-09-03 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,23.3,,2204200,1996-07-29 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-8.5,,2204200,1996-11-12 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,11.5,,2204200,1991-05-15 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,3.8,,2204200,1994-05-07 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-9,,2204200,1990-03-14 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,2.5,,2204200,1991-05-22 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-38,,2204200,1991-01-09 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-9.8,,2204200,1997-02-05 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-27,,2204200,1994-02-04 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-15,,2204200,1995-01-31 00:00:00
-114.25,62.666666666666664,,NT,YELLOWKNIFE HYDRO,-24,,2204200,1991-03-26 00:00:00
