x,y,MAX_REL_HUMIDITY,LOCAL_DATE,STATION_NAME,SPEED_MAX_GUST,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,PROVINCE_CODE
-101.68333333333334,54.68333333333333,,2017-06-01 00:00:00,FLIN FLON A,,16.5,5050960,MB
-101.68333333333334,54.68333333333333,,1992-01-05 00:00:00,FLIN FLON A,,-10,5050960,MB
-101.68333333333334,54.68333333333333,,1988-02-10 00:00:00,FLIN FLON A,,-26.3,5050960,MB
-101.68333333333334,54.68333333333333,,2009-05-03 00:00:00,FLIN FLON A,,8,5050960,MB
-101.68333333333334,54.68333333333333,,2009-05-02 00:00:00,FLIN FLON A,,1,5050960,MB
-101.68333333333334,54.68333333333333,,1987-10-24 00:00:00,FLIN FLON A,,0,5050960,MB
-101.68333333333334,54.68333333333333,,2009-12-03 00:00:00,FLIN FLON A,,-13.5,5050960,MB
-101.68333333333334,54.68333333333333,,2009-11-29 00:00:00,FLIN FLON A,,-6.5,5050960,MB
-101.68333333333334,54.68333333333333,,2016-04-03 00:00:00,FLIN FLON A,,-11.8,5050960,MB
-101.68333333333334,54.68333333333333,,2005-02-09 00:00:00,FLIN FLON A,,-17.3,5050960,MB
-101.68333333333334,54.68333333333333,,2006-12-25 00:00:00,FLIN FLON A,,-13.3,5050960,MB
-101.68333333333334,54.68333333333333,,2013-04-30 00:00:00,FLIN FLON A,,-4.5,5050960,MB
-101.68333333333334,54.68333333333333,,2008-02-04 00:00:00,FLIN FLON A,,-27.3,5050960,MB
-101.68333333333334,54.68333333333333,,2003-03-17 00:00:00,FLIN FLON A,,-6.5,5050960,MB
-101.68333333333334,54.68333333333333,,2015-04-30 00:00:00,FLIN FLON A,,12.3,5050960,MB
-101.68333333333334,54.68333333333333,,2003-11-03 00:00:00,FLIN FLON A,,-11.3,5050960,MB
-101.68333333333334,54.68333333333333,,2002-07-09 00:00:00,FLIN FLON A,,19.5,5050960,MB
-101.68333333333334,54.68333333333333,,1997-01-30 00:00:00,FLIN FLON A,0,,5050960,MB
-101.68333333333334,54.68333333333333,,1988-10-07 00:00:00,FLIN FLON A,,10.5,5050960,MB
-101.68333333333334,54.68333333333333,,2009-12-10 00:00:00,FLIN FLON A,,-24,5050960,MB
-101.68333333333334,54.68333333333333,,1995-04-30 00:00:00,FLIN FLON A,,5,5050960,MB
-101.68333333333334,54.68333333333333,,1991-01-10 00:00:00,FLIN FLON A,,-29.5,5050960,MB
-101.68333333333334,54.68333333333333,,2006-06-14 00:00:00,FLIN FLON A,,17,5050960,MB
-101.68333333333334,54.68333333333333,,2001-05-30 00:00:00,FLIN FLON A,,14.8,5050960,MB
-101.68333333333334,54.68333333333333,,2005-09-14 00:00:00,FLIN FLON A,,7.5,5050960,MB
-101.68333333333334,54.68333333333333,,2003-01-27 00:00:00,FLIN FLON A,,-18.3,5050960,MB
-101.68333333333334,54.68333333333333,,1990-08-05 00:00:00,FLIN FLON A,,19,5050960,MB
-101.68333333333334,54.68333333333333,,2001-02-25 00:00:00,FLIN FLON A,,-21.8,5050960,MB
-101.68333333333334,54.68333333333333,,1990-06-30 00:00:00,FLIN FLON A,,19.5,5050960,MB
-101.68333333333334,54.68333333333333,,1992-01-17 00:00:00,FLIN FLON A,,-29.3,5050960,MB
-101.68333333333334,54.68333333333333,,2007-03-14 00:00:00,FLIN FLON A,,-18.8,5050960,MB
-101.68333333333334,54.68333333333333,,1991-04-01 00:00:00,FLIN FLON A,,1,5050960,MB
-101.68333333333334,54.68333333333333,,1999-02-03 00:00:00,FLIN FLON A,,-23,5050960,MB
