x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,PROVINCE_CODE,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,MEAN_TEMPERATURE
-119.37777777777778,49.95722222222222,1123939,56,BC,2009-09-03 00:00:00,KELOWNA,,15.4
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-04 00:00:00,KELOWNA,,14.5
-119.37777777777778,49.95722222222222,1123939,44,BC,2009-09-05 00:00:00,KELOWNA,,16.1
-119.37777777777778,49.95722222222222,1123939,59,BC,2009-09-06 00:00:00,KELOWNA,,14.6
-119.37777777777778,49.95722222222222,1123939,35,BC,2009-09-07 00:00:00,KELOWNA,,14.1
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-08 00:00:00,KELOWNA,,12.1
-119.37777777777778,49.95722222222222,1123939,35,BC,2009-09-09 00:00:00,KELOWNA,,15.2
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-10 00:00:00,KELOWNA,,14.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-11 00:00:00,KELOWNA,,14.2
-119.37777777777778,49.95722222222222,1123939,104,BC,2009-09-12 00:00:00,KELOWNA,,16.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-13 00:00:00,KELOWNA,,17.4
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-14 00:00:00,KELOWNA,,19.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-15 00:00:00,KELOWNA,,18.9
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-16 00:00:00,KELOWNA,,17.8
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-17 00:00:00,KELOWNA,,17
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-18 00:00:00,KELOWNA,,17.7
-119.37777777777778,49.95722222222222,1123939,44,BC,2009-09-19 00:00:00,KELOWNA,,15.5
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-20 00:00:00,KELOWNA,,13.1
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-21 00:00:00,KELOWNA,,11.5
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-22 00:00:00,KELOWNA,,14.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-23 00:00:00,KELOWNA,,14.8
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-24 00:00:00,KELOWNA,,17.3
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-25 00:00:00,KELOWNA,,14.6
-119.37777777777778,49.95722222222222,1123939,59,BC,2009-09-26 00:00:00,KELOWNA,,18.1
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-27 00:00:00,KELOWNA,,8.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-28 00:00:00,KELOWNA,,12.1
-119.37777777777778,49.95722222222222,1123939,35,BC,2009-09-29 00:00:00,KELOWNA,,11.4
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-09-30 00:00:00,KELOWNA,,10.2
-119.37777777777778,49.95722222222222,1123939,35,BC,2009-10-01 00:00:00,KELOWNA,,9.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-10-02 00:00:00,KELOWNA,,7.3
-119.37777777777778,49.95722222222222,1123939,41,BC,2009-10-03 00:00:00,KELOWNA,,6.8
-119.37777777777778,49.95722222222222,1123939,48,BC,2009-10-04 00:00:00,KELOWNA,,7.6
-119.37777777777778,49.95722222222222,1123939,0,BC,2009-10-05 00:00:00,KELOWNA,,6
-119.37777777777778,49.95722222222222,1123939,35,BC,2009-10-06 00:00:00,KELOWNA,,8.3
-119.37777777777778,49.95722222222222,1123939,39,BC,2009-10-07 00:00:00,KELOWNA,,7.5
