Longitude,Latitude,Climate ID,SPEED_MAX_GUST,MEAN_TEMPERATURE,Province,Name,MAX_REL_HUMIDITY,Date,Station ID
-69.03333333333333,47.43333333333333,7056600,,4.0,QC,RIVIERE BLEUE,,1987-04-09 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,7.0,QC,RIVIERE BLEUE,,1987-04-10 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,6.8,QC,RIVIERE BLEUE,,1987-04-11 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,5.0,QC,RIVIERE BLEUE,,1987-04-12 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,3.3,QC,RIVIERE BLEUE,,1987-04-13 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,3.3,QC,RIVIERE BLEUE,,1987-04-14 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,6.5,QC,RIVIERE BLEUE,,1987-04-15 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,7.5,QC,RIVIERE BLEUE,,1987-04-16 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,10.5,QC,RIVIERE BLEUE,,1987-04-17 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,14.0,QC,RIVIERE BLEUE,,1987-04-18 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,13.3,QC,RIVIERE BLEUE,,1987-04-19 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,11.3,QC,RIVIERE BLEUE,,1987-04-20 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,19.0,QC,RIVIERE BLEUE,,1987-04-21 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,6.5,QC,RIVIERE BLEUE,,1987-04-22 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,5.5,QC,RIVIERE BLEUE,,1987-04-23 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,4.5,QC,RIVIERE BLEUE,,1987-04-24 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,2.0,QC,RIVIERE BLEUE,,1987-04-25 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,-0.5,QC,RIVIERE BLEUE,,1987-04-26 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,2.0,QC,RIVIERE BLEUE,,1987-04-27 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,3.5,QC,RIVIERE BLEUE,,1987-04-28 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,0.5,QC,RIVIERE BLEUE,,1987-04-29 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,2.8,QC,RIVIERE BLEUE,,1987-04-30 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,3.3,QC,RIVIERE BLEUE,,1987-05-01 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,0.5,QC,RIVIERE BLEUE,,1987-05-02 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,1.5,QC,RIVIERE BLEUE,,1987-05-03 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,3.5,QC,RIVIERE BLEUE,,1987-05-04 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,9.0,QC,RIVIERE BLEUE,,1987-05-05 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,11.5,QC,RIVIERE BLEUE,,1987-05-06 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,9.0,QC,RIVIERE BLEUE,,1987-05-07 00:00:00,7485
-69.03333333333333,47.43333333333333,7056600,,6.3,QC,RIVIERE BLEUE,,1987-05-08 00:00:00,7485
