Longitude,Latitude,Climate ID,SPEED_MAX_GUST,Province,Date,Name,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Station ID
-122.79083361111113,53.899724722222224,1096454,34.0,BC,2018-05-14 00:00:00,PRINCE GEORGE MASSEY AUTO,74.0,18.6,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-15 00:00:00,PRINCE GEORGE MASSEY AUTO,65.0,17.4,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-16 00:00:00,PRINCE GEORGE MASSEY AUTO,58.0,18.5,734
-122.79083361111113,53.899724722222224,1096454,34.0,BC,2018-05-17 00:00:00,PRINCE GEORGE MASSEY AUTO,61.0,16.6,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-18 00:00:00,PRINCE GEORGE MASSEY AUTO,65.0,17.8,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-19 00:00:00,PRINCE GEORGE MASSEY AUTO,81.0,18.2,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-20 00:00:00,PRINCE GEORGE MASSEY AUTO,89.0,16.2,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-21 00:00:00,PRINCE GEORGE MASSEY AUTO,76.0,15.4,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-22 00:00:00,PRINCE GEORGE MASSEY AUTO,88.0,18.4,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-23 00:00:00,PRINCE GEORGE MASSEY AUTO,75.0,20.7,734
-122.79083361111113,53.899724722222224,1096454,43.0,BC,2018-05-24 00:00:00,PRINCE GEORGE MASSEY AUTO,79.0,19.1,734
-122.79083361111113,53.899724722222224,1096454,47.0,BC,2018-05-25 00:00:00,PRINCE GEORGE MASSEY AUTO,92.0,13.2,734
-122.79083361111113,53.899724722222224,1096454,32.0,BC,2018-05-26 00:00:00,PRINCE GEORGE MASSEY AUTO,99.0,9.3,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-27 00:00:00,PRINCE GEORGE MASSEY AUTO,88.0,12.7,734
-122.79083361111113,53.899724722222224,1096454,39.0,BC,2018-05-28 00:00:00,PRINCE GEORGE MASSEY AUTO,92.0,12.8,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-29 00:00:00,PRINCE GEORGE MASSEY AUTO,75.0,9.1,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-30 00:00:00,PRINCE GEORGE MASSEY AUTO,79.0,9.6,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-05-31 00:00:00,PRINCE GEORGE MASSEY AUTO,91.0,10.5,734
-122.79083361111113,53.899724722222224,1096454,35.0,BC,2018-06-01 00:00:00,PRINCE GEORGE MASSEY AUTO,89.0,12.3,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-06-02 00:00:00,PRINCE GEORGE MASSEY AUTO,94.0,13.0,734
-122.79083361111113,53.899724722222224,1096454,40.0,BC,2018-06-03 00:00:00,PRINCE GEORGE MASSEY AUTO,88.0,12.0,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-06-04 00:00:00,PRINCE GEORGE MASSEY AUTO,91.0,10.3,734
-122.79083361111113,53.899724722222224,1096454,45.0,BC,2018-06-05 00:00:00,PRINCE GEORGE MASSEY AUTO,88.0,9.6,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-06-06 00:00:00,PRINCE GEORGE MASSEY AUTO,80.0,14.2,734
-122.79083361111113,53.899724722222224,1096454,,BC,2018-06-07 00:00:00,PRINCE GEORGE MASSEY AUTO,90.0,12.5,734
-122.79083361111113,53.899724722222224,1096454,34.0,BC,2018-06-08 00:00:00,PRINCE GEORGE MASSEY AUTO,94.0,14.0,734
-122.79083361111113,53.899724722222224,1096454,33.0,BC,2018-06-09 00:00:00,PRINCE GEORGE MASSEY AUTO,94.0,10.8,734
-122.79083361111113,53.899724722222224,1096454,35.0,BC,2018-06-10 00:00:00,PRINCE GEORGE MASSEY AUTO,96.0,10.1,734
-122.79083361111113,53.899724722222224,1096454,40.0,BC,2018-06-11 00:00:00,PRINCE GEORGE MASSEY AUTO,58.0,12.1,734
