Longitude,Latitude,Climate ID,SPEED_MAX_GUST,Province,Date,Name,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Station ID
-106.55,52.15,4057154,,SK,1993-05-01 00:00:00,SASKATOON KERNEN FARM,,12.0,4367
-106.55,52.15,4057154,,SK,1993-05-02 00:00:00,SASKATOON KERNEN FARM,,15.0,4367
-106.55,52.15,4057154,,SK,1993-05-03 00:00:00,SASKATOON KERNEN FARM,,9.0,4367
-106.55,52.15,4057154,,SK,1993-05-04 00:00:00,SASKATOON KERNEN FARM,,8.5,4367
-106.55,52.15,4057154,,SK,1993-05-05 00:00:00,SASKATOON KERNEN FARM,,15.3,4367
-106.55,52.15,4057154,,SK,1993-05-06 00:00:00,SASKATOON KERNEN FARM,,18.3,4367
-106.55,52.15,4057154,,SK,1993-05-07 00:00:00,SASKATOON KERNEN FARM,,15.3,4367
-106.55,52.15,4057154,,SK,1993-05-08 00:00:00,SASKATOON KERNEN FARM,,11.0,4367
-106.55,52.15,4057154,,SK,1993-05-09 00:00:00,SASKATOON KERNEN FARM,,12.5,4367
-106.55,52.15,4057154,,SK,1993-05-10 00:00:00,SASKATOON KERNEN FARM,,13.5,4367
-106.55,52.15,4057154,,SK,1993-05-11 00:00:00,SASKATOON KERNEN FARM,,19.8,4367
-106.55,52.15,4057154,,SK,1993-05-12 00:00:00,SASKATOON KERNEN FARM,,22.0,4367
-106.55,52.15,4057154,,SK,1993-05-13 00:00:00,SASKATOON KERNEN FARM,,16.8,4367
-106.55,52.15,4057154,,SK,1993-05-14 00:00:00,SASKATOON KERNEN FARM,,10.0,4367
-106.55,52.15,4057154,,SK,1993-05-15 00:00:00,SASKATOON KERNEN FARM,,5.8,4367
-106.55,52.15,4057154,,SK,1993-05-16 00:00:00,SASKATOON KERNEN FARM,,6.3,4367
-106.55,52.15,4057154,,SK,1993-05-17 00:00:00,SASKATOON KERNEN FARM,,6.0,4367
-106.55,52.15,4057154,,SK,1993-05-18 00:00:00,SASKATOON KERNEN FARM,,8.0,4367
-106.55,52.15,4057154,,SK,1993-05-19 00:00:00,SASKATOON KERNEN FARM,,11.3,4367
-106.55,52.15,4057154,,SK,1993-05-20 00:00:00,SASKATOON KERNEN FARM,,10.8,4367
-106.55,52.15,4057154,,SK,1993-05-21 00:00:00,SASKATOON KERNEN FARM,,17.3,4367
-106.55,52.15,4057154,,SK,1993-05-22 00:00:00,SASKATOON KERNEN FARM,,9.3,4367
-106.55,52.15,4057154,,SK,1993-05-23 00:00:00,SASKATOON KERNEN FARM,,9.8,4367
-106.55,52.15,4057154,,SK,1993-05-24 00:00:00,SASKATOON KERNEN FARM,,9.8,4367
-106.55,52.15,4057154,,SK,1993-05-25 00:00:00,SASKATOON KERNEN FARM,,7.8,4367
-106.55,52.15,4057154,,SK,1993-05-26 00:00:00,SASKATOON KERNEN FARM,,7.3,4367
-106.55,52.15,4057154,,SK,1993-05-27 00:00:00,SASKATOON KERNEN FARM,,7.3,4367
-106.55,52.15,4057154,,SK,1993-05-28 00:00:00,SASKATOON KERNEN FARM,,10.0,4367
-106.55,52.15,4057154,,SK,1993-05-29 00:00:00,SASKATOON KERNEN FARM,,12.0,4367
-106.55,52.15,4057154,,SK,1993-05-30 00:00:00,SASKATOON KERNEN FARM,,13.0,4367
-106.55,52.15,4057154,,SK,1993-05-31 00:00:00,SASKATOON KERNEN FARM,,11.5,4367
-106.55,52.15,4057154,,SK,1993-06-01 00:00:00,SASKATOON KERNEN FARM,,13.0,4367
-106.55,52.15,4057154,,SK,1993-06-02 00:00:00,SASKATOON KERNEN FARM,,8.5,4367
-106.55,52.15,4057154,,SK,1993-06-03 00:00:00,SASKATOON KERNEN FARM,,10.8,4367
-106.55,52.15,4057154,,SK,1993-06-04 00:00:00,SASKATOON KERNEN FARM,,12.8,4367
-106.55,52.15,4057154,,SK,1993-06-05 00:00:00,SASKATOON KERNEN FARM,,10.3,4367
-106.55,52.15,4057154,,SK,1993-06-06 00:00:00,SASKATOON KERNEN FARM,,12.0,4367
-106.55,52.15,4057154,,SK,1993-06-07 00:00:00,SASKATOON KERNEN FARM,,16.5,4367
-106.55,52.15,4057154,,SK,1993-06-08 00:00:00,SASKATOON KERNEN FARM,,17.0,4367
-106.55,52.15,4057154,,SK,1993-06-09 00:00:00,SASKATOON KERNEN FARM,,20.0,4367
-106.55,52.15,4057154,,SK,1993-06-10 00:00:00,SASKATOON KERNEN FARM,,19.5,4367
-106.55,52.15,4057154,,SK,1993-06-11 00:00:00,SASKATOON KERNEN FARM,,14.5,4367
-106.55,52.15,4057154,,SK,1993-06-12 00:00:00,SASKATOON KERNEN FARM,,12.5,4367
-106.55,52.15,4057154,,SK,1993-06-13 00:00:00,SASKATOON KERNEN FARM,,9.8,4367
-106.55,52.15,4057154,,SK,1993-06-14 00:00:00,SASKATOON KERNEN FARM,,14.8,4367
-106.55,52.15,4057154,,SK,1993-06-15 00:00:00,SASKATOON KERNEN FARM,,14.8,4367
-106.55,52.15,4057154,,SK,1993-06-16 00:00:00,SASKATOON KERNEN FARM,,12.0,4367
-106.55,52.15,4057154,,SK,1993-06-17 00:00:00,SASKATOON KERNEN FARM,,11.5,4367
-106.55,52.15,4057154,,SK,1993-06-18 00:00:00,SASKATOON KERNEN FARM,,17.8,4367
-106.55,52.15,4057154,,SK,1993-06-19 00:00:00,SASKATOON KERNEN FARM,,20.5,4367
-106.55,52.15,4057154,,SK,1993-06-20 00:00:00,SASKATOON KERNEN FARM,,18.8,4367
-106.55,52.15,4057154,,SK,1993-06-21 00:00:00,SASKATOON KERNEN FARM,,21.0,4367
-106.55,52.15,4057154,,SK,1993-06-22 00:00:00,SASKATOON KERNEN FARM,,20.0,4367
-106.55,52.15,4057154,,SK,1993-06-23 00:00:00,SASKATOON KERNEN FARM,,14.3,4367
-106.55,52.15,4057154,,SK,1993-06-24 00:00:00,SASKATOON KERNEN FARM,,8.3,4367
-106.55,52.15,4057154,,SK,1993-06-25 00:00:00,SASKATOON KERNEN FARM,,10.3,4367
-106.55,52.15,4057154,,SK,1993-06-26 00:00:00,SASKATOON KERNEN FARM,,9.0,4367
-106.55,52.15,4057154,,SK,1993-06-27 00:00:00,SASKATOON KERNEN FARM,,10.5,4367
-106.55,52.15,4057154,,SK,1993-06-28 00:00:00,SASKATOON KERNEN FARM,,10.8,4367
-106.55,52.15,4057154,,SK,1993-06-29 00:00:00,SASKATOON KERNEN FARM,,10.3,4367
