Longitude,Latitude,Climate ID,SPEED_MAX_GUST,Province,Date,Name,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Station ID
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-08 00:00:00,LYNN LAKE,,6.3,5070
-101.07611111111112,56.86388888888889,5061645,54.0,MB,2010-04-09 00:00:00,LYNN LAKE,,4.0,5070
-101.07611111111112,56.86388888888889,5061645,44.0,MB,2010-04-10 00:00:00,LYNN LAKE,,2.8,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-11 00:00:00,LYNN LAKE,,3.1,5070
-101.07611111111112,56.86388888888889,5061645,33.0,MB,2010-04-12 00:00:00,LYNN LAKE,,1.8,5070
-101.07611111111112,56.86388888888889,5061645,39.0,MB,2010-04-13 00:00:00,LYNN LAKE,,4.6,5070
-101.07611111111112,56.86388888888889,5061645,32.0,MB,2010-04-14 00:00:00,LYNN LAKE,,4.3,5070
-101.07611111111112,56.86388888888889,5061645,54.0,MB,2010-04-15 00:00:00,LYNN LAKE,,3.8,5070
-101.07611111111112,56.86388888888889,5061645,37.0,MB,2010-04-16 00:00:00,LYNN LAKE,,6.8,5070
-101.07611111111112,56.86388888888889,5061645,37.0,MB,2010-04-17 00:00:00,LYNN LAKE,,9.2,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-18 00:00:00,LYNN LAKE,,3.0,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-19 00:00:00,LYNN LAKE,,3.1,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-20 00:00:00,LYNN LAKE,,4.3,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-21 00:00:00,LYNN LAKE,,9.2,5070
-101.07611111111112,56.86388888888889,5061645,33.0,MB,2010-04-22 00:00:00,LYNN LAKE,,1.5,5070
-101.07611111111112,56.86388888888889,5061645,48.0,MB,2010-04-23 00:00:00,LYNN LAKE,,-2.1,5070
-101.07611111111112,56.86388888888889,5061645,46.0,MB,2010-04-24 00:00:00,LYNN LAKE,,-3.4,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-25 00:00:00,LYNN LAKE,,0.1,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-26 00:00:00,LYNN LAKE,,3.2,5070
-101.07611111111112,56.86388888888889,5061645,0.0,MB,2010-04-27 00:00:00,LYNN LAKE,,,5070
-101.07611111111112,56.86388888888889,5061645,33.0,MB,2010-04-28 00:00:00,LYNN LAKE,,9.0,5070
-101.07611111111112,56.86388888888889,5061645,48.0,MB,2010-04-29 00:00:00,LYNN LAKE,,7.1,5070
-101.07611111111112,56.86388888888889,5061645,44.0,MB,2010-04-30 00:00:00,LYNN LAKE,,4.5,5070
-101.07611111111112,56.86388888888889,5061645,52.0,MB,2010-05-01 00:00:00,LYNN LAKE,,3.0,5070
