Longitude,Latitude,Climate ID,SPEED_MAX_GUST,MEAN_TEMPERATURE,Province,Name,MAX_REL_HUMIDITY,Date,Station ID
-117.67666666666666,57.78750027777778,3073644,41.0,17.2,AB,KEG RIVER AGCM,50.0,2018-05-14 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,31.0,13.4,AB,KEG RIVER AGCM,75.0,2018-05-15 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,10.0,AB,KEG RIVER AGCM,80.0,2018-05-16 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,10.6,AB,KEG RIVER AGCM,75.0,2018-05-17 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,38.0,12.5,AB,KEG RIVER AGCM,73.0,2018-05-18 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,33.0,15.6,AB,KEG RIVER AGCM,73.0,2018-05-19 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,15.2,AB,KEG RIVER AGCM,89.0,2018-05-20 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,31.0,18.5,AB,KEG RIVER AGCM,75.0,2018-05-21 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,41.0,19.2,AB,KEG RIVER AGCM,58.0,2018-05-22 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,22.3,AB,KEG RIVER AGCM,71.0,2018-05-23 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,33.0,17.6,AB,KEG RIVER AGCM,91.0,2018-05-24 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,33.0,16.1,AB,KEG RIVER AGCM,85.0,2018-05-25 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,57.0,15.0,AB,KEG RIVER AGCM,67.0,2018-05-26 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,43.0,16.6,AB,KEG RIVER AGCM,47.0,2018-05-27 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,63.0,15.6,AB,KEG RIVER AGCM,62.0,2018-05-28 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,48.0,9.6,AB,KEG RIVER AGCM,87.0,2018-05-29 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,31.0,8.0,AB,KEG RIVER AGCM,96.0,2018-05-30 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,42.0,8.1,AB,KEG RIVER AGCM,93.0,2018-05-31 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,38.0,12.4,AB,KEG RIVER AGCM,83.0,2018-06-01 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,39.0,12.7,AB,KEG RIVER AGCM,92.0,2018-06-02 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,32.0,10.2,AB,KEG RIVER AGCM,95.0,2018-06-03 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,35.0,6.5,AB,KEG RIVER AGCM,93.0,2018-06-04 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,6.0,AB,KEG RIVER AGCM,95.0,2018-06-05 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,8.6,AB,KEG RIVER AGCM,95.0,2018-06-06 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,33.0,12.7,AB,KEG RIVER AGCM,96.0,2018-06-07 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,49.0,15.8,AB,KEG RIVER AGCM,91.0,2018-06-08 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,,12.5,AB,KEG RIVER AGCM,92.0,2018-06-09 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,34.0,12.5,AB,KEG RIVER AGCM,95.0,2018-06-10 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,55.0,11.2,AB,KEG RIVER AGCM,90.0,2018-06-11 00:00:00,3669
-117.67666666666666,57.78750027777778,3073644,41.0,6.7,AB,KEG RIVER AGCM,92.0,2018-06-12 00:00:00,3669
